sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,series_id,data_row_count,treatment_protocol_ch1,growth_protocol_ch1
GSM2387669,3998386024_I,GSM2387669,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387669/suppl/GSM2387669_3998386024_I_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387670,3998386024_J,GSM2387670,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387670/suppl/GSM2387670_3998386024_J_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387671,3998386024_K,GSM2387671,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387671/suppl/GSM2387671_3998386024_K_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387672,3998386024_L,GSM2387672,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387672/suppl/GSM2387672_3998386024_L_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387673,3998386005_A,GSM2387673,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387673/suppl/GSM2387673_3998386005_A_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387674,3998386005_B,GSM2387674,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387674/suppl/GSM2387674_3998386005_B_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387675,3998386005_C,GSM2387675,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387675/suppl/GSM2387675_3998386005_C_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387676,3998386005_D,GSM2387676,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387676/suppl/GSM2387676_3998386005_D_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387677,3998386005_E,GSM2387677,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387677/suppl/GSM2387677_3998386005_E_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387678,3998386005_F,GSM2387678,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387678/suppl/GSM2387678_3998386005_F_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387679,3998386005_G,GSM2387679,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387679/suppl/GSM2387679_3998386005_G_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387680,3998386005_H,GSM2387680,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387680/suppl/GSM2387680_3998386005_H_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387681,3998386005_I,GSM2387681,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387681/suppl/GSM2387681_3998386005_I_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387682,3998386005_J,GSM2387682,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387682/suppl/GSM2387682_3998386005_J_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387683,3998386005_K,GSM2387683,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387683/suppl/GSM2387683_3998386005_K_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387684,3998386005_L,GSM2387684,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387684/suppl/GSM2387684_3998386005_L_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387685,3998386019_A,GSM2387685,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387685/suppl/GSM2387685_3998386019_A_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387686,3998386019_B,GSM2387686,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387686/suppl/GSM2387686_3998386019_B_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387687,3998386019_C,GSM2387687,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387687/suppl/GSM2387687_3998386019_C_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387688,3998386019_D,GSM2387688,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387688/suppl/GSM2387688_3998386019_D_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387689,3998386019_E,GSM2387689,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387689/suppl/GSM2387689_3998386019_E_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387690,3998386019_F,GSM2387690,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387690/suppl/GSM2387690_3998386019_F_Grn.idat.gz,GSE89747 | GSE89749,47274,,
GSM2387691,3998386019_G,GSM2387691,Public on Jul 03 2017,Nov 10 2016,Jul 03 2017,RNA,1,tumor,Homo sapiens,9606,tissue: bile duct,total RNA,"RNA was extracted from tumor tissue using RNeasy mini kit (Qiagen), quantified by measuring Abs260 with a UV spectrophotometer and the quality was assessed with the Agilent 2100 Bioanalyzer",biotin,Biotin-labeled cRNA were prepared using the Illumina TotalPrep RNA Amplification Kit (Ambion Inc.) from 250ng-500ng of total RNA,"750ng of biotin-labeled cRNA were hybridized on the Illumina HT-12 version 4 beadchip according to Manufacturerâ€™s instruction (Illumina, Inc., San Diego, CA)","Beadchips were washed and stained according to Manufacturerâ€™s instruction and scanned using Illumina BeadArray Reader (Illumina, Inc., San Diego, CA)",cholangiocarcinoma,"GenomeStudio v2011.1 + Gene Expression v1.9.0 (raw - noNormalization and noBackground, normalized - Quantile normalization and noBackground)",GPL10558,"Jing Quan,,Lim",CMR,National Cancer Centre Singapore,30 Hospital Boulevard,Singapore,168583,Singapore,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2387nnn/GSM2387691/suppl/GSM2387691_3998386019_G_Grn.idat.gz,GSE89747 | GSE89749,47274,,
