probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_1773312,INADL,"Homo sapiens InaD-like (Drosophila) (INADL), mRNA.",,
ILMN_1747318,INADL,"Homo sapiens InaD-like (Drosophila) (INADL), mRNA.",,
ILMN_1651346,TICAM2,"Homo sapiens toll-like receptor adaptor molecule 2 (TICAM2), mRNA.",,
ILMN_1668842,TM4SF19,"Homo sapiens transmembrane 4 L six family member 19 (TM4SF19), mRNA.",,
ILMN_1762993,PIGV,"Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class V (PIGV), mRNA.",,
ILMN_1750075,DMTF1,"Homo sapiens cyclin D binding myb-like transcription factor 1 (DMTF1), mRNA.",,
ILMN_1711048,ZBTB17,"Homo sapiens zinc finger and BTB domain containing 17 (ZBTB17), mRNA.",,
ILMN_1654775,IL1R2,"Homo sapiens interleukin 1 receptor, type II (IL1R2), transcript variant 2, mRNA.",,
ILMN_1772131,IL1R2,"Homo sapiens interleukin 1 receptor, type II (IL1R2), transcript variant 2, mRNA.",,
ILMN_1687978,PHLDA1,"Homo sapiens pleckstrin homology-like domain, family A, member 1 (PHLDA1), mRNA.",,
ILMN_1704290,SPTLC2,"Homo sapiens serine palmitoyltransferase, long chain base subunit 2 (SPTLC2), mRNA.",,
ILMN_1791311,FAM71B,"Homo sapiens family with sequence similarity 71, member B (FAM71B), mRNA.",,
ILMN_1654385,ASB13,"Homo sapiens ankyrin repeat and SOCS box-containing 13 (ASB13), mRNA.",,
ILMN_1762103,WDR48,"Homo sapiens WD repeat domain 48 (WDR48), mRNA.",,
ILMN_1651690,PGBD4,"Homo sapiens piggyBac transposable element derived 4 (PGBD4), mRNA.",,
ILMN_1746836,PTAFR,"Homo sapiens platelet-activating factor receptor (PTAFR), mRNA.",,
ILMN_1653464,RASD2,"Homo sapiens RASD family, member 2 (RASD2), mRNA.",,
ILMN_1762084,DNASE1L3,"Homo sapiens deoxyribonuclease I-like 3 (DNASE1L3), mRNA.",,
ILMN_1707127,F2RL3,"Homo sapiens coagulation factor II (thrombin) receptor-like 3 (F2RL3), mRNA.",,
ILMN_1692739,ISLR2,"Homo sapiens immunoglobulin superfamily containing leucine-rich repeat 2 (ISLR2), mRNA.",,
ILMN_1757074,GNG10,"Homo sapiens guanine nucleotide binding protein (G protein), gamma 10 (GNG10), mRNA.",,
ILMN_1746428,RGPD1,"Homo sapiens RANBP2-like and GRIP domain containing 1 (RGPD1), mRNA.",,
ILMN_1747935,GOLGB1,"Homo sapiens golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1 (GOLGB1), mRNA.",,
ILMN_1751887,PREP,"Homo sapiens prolyl endopeptidase (PREP), mRNA.",,
ILMN_1727360,MAOB,"Homo sapiens monoamine oxidase B (MAOB), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1666852,TRIM62,"Homo sapiens tripartite motif-containing 62 (TRIM62), mRNA.",,
ILMN_1810147,ZNF524,"Homo sapiens zinc finger protein 524 (ZNF524), mRNA.",,
ILMN_1657686,PDE8A,"Homo sapiens phosphodiesterase 8A (PDE8A), transcript variant 5, mRNA.",,
ILMN_1730630,CXORF56,"Homo sapiens chromosome X open reading frame 56 (CXorf56), mRNA.",,
ILMN_1683052,PTRH2,"Homo sapiens peptidyl-tRNA hydrolase 2 (PTRH2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1753680,GPR161,"Homo sapiens G protein-coupled receptor 161 (GPR161), transcript variant 1, mRNA.",,
ILMN_1773940,GPR161,"Homo sapiens G protein-coupled receptor 161 (GPR161), transcript variant 1, mRNA.",,
ILMN_1807530,RAD23B,"Homo sapiens RAD23 homolog B (S. cerevisiae) (RAD23B), mRNA.",,
ILMN_1809457,OR5D16,"Homo sapiens olfactory receptor, family 5, subfamily D, member 16 (OR5D16), mRNA.",,
ILMN_1744941,TCOF1,"Homo sapiens Treacher Collins-Franceschetti syndrome 1 (TCOF1), transcript variant 2, mRNA.",,
ILMN_1665203,SUMO4,"Homo sapiens SMT3 suppressor of mif two 3 homolog 4 (S. cerevisiae) (SUMO4), mRNA.",,
ILMN_1711027,NRAP,"Homo sapiens nebulin-related anchoring protein (NRAP), transcript variant 2, mRNA.",,
ILMN_1730940,KLHDC3,"Homo sapiens kelch domain containing 3 (KLHDC3), mRNA.",,
ILMN_1683883,ACY1,"Homo sapiens aminoacylase 1 (ACY1), mRNA.",,
ILMN_1737945,ALG2,"Homo sapiens asparagine-linked glycosylation 2 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase) (ALG2), mRNA.",,
ILMN_1807633,HRSP12,"Homo sapiens heat-responsive protein 12 (HRSP12), mRNA.",,
ILMN_1714592,CDA,"Homo sapiens cytidine deaminase (CDA), mRNA.",,
ILMN_1711878,ENOPH1,"Homo sapiens enolase-phosphatase 1 (ENOPH1), mRNA.",,
ILMN_1719097,C18ORF8,"Homo sapiens chromosome 18 open reading frame 8 (C18orf8), mRNA.",,
ILMN_1727098,PPP1R16B,"Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 16B (PPP1R16B), mRNA.",,
ILMN_1813719,DHX30,"Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 30 (DHX30), transcript variant 3, mRNA.",,
ILMN_1652878,PLXDC1,"Homo sapiens plexin domain containing 1 (PLXDC1), mRNA.",,
ILMN_1788315,SIN3B,"Homo sapiens SIN3 homolog B, transcription regulator (yeast) (SIN3B), mRNA.",,
ILMN_1791951,KRTAP13-1,"Homo sapiens keratin associated protein 13-1 (KRTAP13-1), mRNA.",,
ILMN_1805516,TXNDC10,"Homo sapiens thioredoxin domain containing 10 (TXNDC10), mRNA.",,
ILMN_1732750,CHCHD8,"Homo sapiens coiled-coil-helix-coiled-coil-helix domain containing 8 (CHCHD8), mRNA.",,
ILMN_1697704,KRTAP12-2,"Homo sapiens keratin associated protein 12-2 (KRTAP12-2), mRNA.",,
ILMN_1710325,SCEL,"Homo sapiens sciellin (SCEL), transcript variant 2, mRNA.",,
ILMN_1807503,CPA2,"Homo sapiens carboxypeptidase A2 (pancreatic) (CPA2), mRNA.",,
ILMN_1801374,CYBASC3,"Homo sapiens cytochrome b, ascorbate dependent 3 (CYBASC3), mRNA.",,
ILMN_1686237,CBX2,"Homo sapiens chromobox homolog 2 (Pc class homolog, Drosophila) (CBX2), transcript variant 2, mRNA.",,
ILMN_1709645,CBX2,"Homo sapiens chromobox homolog 2 (Pc class homolog, Drosophila) (CBX2), transcript variant 2, mRNA.",,
ILMN_1806809,ZNF189,"Homo sapiens zinc finger protein 189 (ZNF189), transcript variant 1, mRNA.",,
ILMN_1772645,AGK,"Homo sapiens acylglycerol kinase (AGK), mRNA.",,
ILMN_1761721,VPS35,"Homo sapiens vacuolar protein sorting 35 homolog (S. cerevisiae) (VPS35), mRNA.",,
ILMN_1697444,IL1RL1,"Homo sapiens interleukin 1 receptor-like 1 (IL1RL1), transcript variant 1, mRNA.",,
ILMN_1708583,OR5L2,"Homo sapiens olfactory receptor, family 5, subfamily L, member 2 (OR5L2), mRNA.",,
ILMN_1728965,C11ORF57,"Homo sapiens chromosome 11 open reading frame 57 (C11orf57), mRNA.",,
ILMN_1675282,FLJ45422,"Homo sapiens FLJ45422 protein (FLJ45422), mRNA.",,
ILMN_1736300,SEMA5B,"Homo sapiens sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B (SEMA5B), transcript variant 2, mRNA.",,
ILMN_1660306,ITGA8,"Homo sapiens integrin, alpha 8 (ITGA8), mRNA.",,
ILMN_1738632,PRKAR1A,"Homo sapiens protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1) (PRKAR1A), transcript variant 3, mRNA.",,
ILMN_1782273,N4BP2,"Homo sapiens Nedd4 binding protein 2 (N4BP2), mRNA.",,
ILMN_1757631,DBNDD1,"Homo sapiens dysbindin (dystrobrevin binding protein 1) domain containing 1 (DBNDD1), transcript variant 2, mRNA.",,
ILMN_1757255,CDKN2A,"Homo sapiens cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4) (CDKN2A), transcript variant 3, mRNA.",,
ILMN_1807737,CXYORF3,"Homo sapiens chromosome X and Y open reading frame 3 (CXYorf3), mRNA.",,
ILMN_1740180,SNX3,"Homo sapiens sorting nexin 3 (SNX3), mRNA.",,
ILMN_1734848,HRIHFB2122,"Homo sapiens Tara-like protein (HRIHFB2122), transcript variant 2, mRNA.",,
ILMN_1664706,LOC653604,"PREDICTED: Homo sapiens similar to H3 histone, family 2 isoform 2 (LOC653604), mRNA.",,
ILMN_1682180,VCPIP1,"Homo sapiens valosin containing protein (p97)/p47 complex interacting protein 1 (VCPIP1), mRNA.",,
ILMN_1690607,SLC7A6OS,"Homo sapiens solute carrier family 7, member 6 opposite strand (SLC7A6OS), mRNA.",,
ILMN_1753856,ZNF407,"Homo sapiens zinc finger protein 407 (ZNF407), mRNA.",,
ILMN_1701614,CDC73,"Homo sapiens cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) (CDC73), mRNA.",,
ILMN_1665877,RNF149,"Homo sapiens ring finger protein 149 (RNF149), mRNA.",,
ILMN_1732141,PPP1R8,"Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 8 (PPP1R8), transcript variant 3, mRNA.",,
ILMN_1750400,FLJ11286,"Homo sapiens hypothetical protein FLJ11286 (FLJ11286), mRNA.",,
ILMN_1749396,LSR,"Homo sapiens lipolysis stimulated lipoprotein receptor (LSR), transcript variant 2, mRNA.",,
ILMN_1807128,LSR,"Homo sapiens lipolysis stimulated lipoprotein receptor (LSR), transcript variant 2, mRNA.",,
ILMN_1686781,FLJ44653,"Homo sapiens FLJ44653 protein (FLJ44653), mRNA.",,
ILMN_1735792,RHBDF2,"Homo sapiens rhomboid 5 homolog 2 (Drosophila) (RHBDF2), transcript variant 2, mRNA.",,
ILMN_1691717,RHBDF2,"Homo sapiens rhomboid 5 homolog 2 (Drosophila) (RHBDF2), transcript variant 2, mRNA.",,
ILMN_1759563,NRIP3,"Homo sapiens nuclear receptor interacting protein 3 (NRIP3), mRNA.",,
ILMN_1669474,PCDHA10,"Homo sapiens protocadherin alpha 10 (PCDHA10), transcript variant 2, mRNA.",,
ILMN_1682112,PCDHA10,"Homo sapiens protocadherin alpha 10 (PCDHA10), transcript variant 2, mRNA.",,
ILMN_1795137,TMEM74,"Homo sapiens transmembrane protein 74 (TMEM74), mRNA.",,
ILMN_1737208,NTF5,"Homo sapiens neurotrophin 5 (neurotrophin 4/5) (NTF5), mRNA.",,
ILMN_1662037,TRPV4,"Homo sapiens transient receptor potential cation channel, subfamily V, member 4 (TRPV4), transcript variant 1, mRNA.",,
ILMN_1790951,C19ORF50,"Homo sapiens chromosome 19 open reading frame 50 (C19orf50), mRNA.",,
ILMN_1758323,ACPP,"Homo sapiens acid phosphatase, prostate (ACPP), mRNA.",,
ILMN_1677133,MITD1,"Homo sapiens MIT, microtubule interacting and transport, domain containing 1 (MITD1), mRNA.",,
ILMN_1694323,GLE1L,"Homo sapiens GLE1 RNA export mediator-like (yeast) (GLE1L), transcript variant 2, mRNA.",,
ILMN_1799320,C9ORF37,"Homo sapiens chromosome 9 open reading frame 37 (C9orf37), mRNA.",,
ILMN_1793757,CCL7,"Homo sapiens chemokine (C-C motif) ligand 7 (CCL7), mRNA.",,
ILMN_1813936,DNAH3,"Homo sapiens dynein, axonemal, heavy chain 3 (DNAH3), mRNA.",,
ILMN_1698472,MLL3,"Homo sapiens myeloid/lymphoid or mixed-lineage leukemia 3 (MLL3), transcript variant 2, mRNA.",,
ILMN_1690733,EGF,"Homo sapiens epidermal growth factor (beta-urogastrone) (EGF), mRNA.",,
ILMN_1801775,OR6C4,"Homo sapiens olfactory receptor, family 6, subfamily C, member 4 (OR6C4), mRNA.",,
ILMN_1715698,MGC71993,"Homo sapiens similar to DNA segment, Chr 11, Brigham & Womens Genetics 0434 expressed (MGC71993), mRNA.",,
ILMN_1803881,GDF7,"Homo sapiens growth differentiation factor 7 (GDF7), mRNA.",,
ILMN_1788022,CDKAL1,"Homo sapiens CDK5 regulatory subunit associated protein 1-like 1 (CDKAL1), mRNA.",,
ILMN_1792207,MLX,"Homo sapiens MAX-like protein X (MLX), transcript variant 3, mRNA.",,
ILMN_1674533,TRPV6,"PREDICTED: Homo sapiens transient receptor potential cation channel, subfamily V, member 6 (TRPV6), mRNA.",,
ILMN_1669323,BACE2,"Homo sapiens beta-site APP-cleaving enzyme 2 (BACE2), transcript variant b, mRNA.",,
ILMN_1685313,PLEC1,"Homo sapiens plectin 1, intermediate filament binding protein 500kDa (PLEC1), transcript variant 3, mRNA.",,
ILMN_1768062,ADK,"Homo sapiens adenosine kinase (ADK), transcript variant ADK-long, mRNA.",,
ILMN_1661683,THRA,"Homo sapiens thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian) (THRA), transcript variant 1, mRNA.",,
ILMN_1654613,THRA,"Homo sapiens thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian) (THRA), transcript variant 1, mRNA.",,
ILMN_1680494,FLJ12529,"Homo sapiens pre-mRNA cleavage factor I, 59 kDa subunit (FLJ12529), mRNA.",,
ILMN_1651900,KCNA4,"Homo sapiens potassium voltage-gated channel, shaker-related subfamily, member 4 (KCNA4), mRNA.",,
ILMN_1690034,SOD3,"Homo sapiens superoxide dismutase 3, extracellular (SOD3), mRNA.",,
ILMN_1709228,TADA1L,"Homo sapiens transcriptional adaptor 1 (HFI1 homolog, yeast)-like (TADA1L), mRNA.",,
ILMN_1662419,COX7A1,"Homo sapiens cytochrome c oxidase subunit VIIa polypeptide 1 (muscle) (COX7A1), mRNA.",,
ILMN_1781390,FGF17,"Homo sapiens fibroblast growth factor 17 (FGF17), mRNA.",,
ILMN_1661383,CDC37L1,"Homo sapiens cell division cycle 37 homolog (S. cerevisiae)-like 1 (CDC37L1), mRNA.",,
ILMN_1717904,SORBS3,"Homo sapiens sorbin and SH3 domain containing 3 (SORBS3), transcript variant 1, mRNA.",,
ILMN_1692349,ICEBERG,"Homo sapiens ICEBERG caspase-1 inhibitor (ICEBERG), mRNA.",,
ILMN_1800514,MTERF,"Homo sapiens mitochondrial transcription termination factor (MTERF), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1654398,RGL1,"Homo sapiens ral guanine nucleotide dissociation stimulator-like 1 (RGL1), mRNA.",,
ILMN_1796628,ADAMTS2,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 2 (ADAMTS2), transcript variant 1, mRNA.",,
ILMN_1675413,ENPP7,"Homo sapiens ectonucleotide pyrophosphatase/phosphodiesterase 7 (ENPP7), mRNA.",,
ILMN_1749882,STRN,"Homo sapiens striatin, calmodulin binding protein (STRN), mRNA.",,
ILMN_1727479,FAM79A,"Homo sapiens family with sequence similarity 79, member A (FAM79A), mRNA.",,
ILMN_1721968,NOVA1,"Homo sapiens neuro-oncological ventral antigen 1 (NOVA1), transcript variant 3, mRNA.",,
ILMN_1811363,NOVA1,"Homo sapiens neuro-oncological ventral antigen 1 (NOVA1), transcript variant 3, mRNA.",,
ILMN_1770479,LMO7,"Homo sapiens LIM domain 7 (LMO7), mRNA.",,
ILMN_1793593,FZD10,"Homo sapiens frizzled homolog 10 (Drosophila) (FZD10), mRNA.",,
ILMN_1784811,CACNA1S,"Homo sapiens calcium channel, voltage-dependent, L type, alpha 1S subunit (CACNA1S), mRNA.",,
ILMN_1777745,MGC40405,"Homo sapiens hypothetical protein MGC40405 (MGC40405), transcript variant 2, mRNA.",,
ILMN_1784766,MCM3AP,"Homo sapiens MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) associated protein (MCM3AP), mRNA.",,
ILMN_1731044,KCTD14,"Homo sapiens potassium channel tetramerisation domain containing 14 (KCTD14), mRNA.",,
ILMN_1768809,ZNF134,"Homo sapiens zinc finger protein 134 (ZNF134), mRNA.",,
ILMN_1710808,MPZ,"Homo sapiens myelin protein zero (Charcot-Marie-Tooth neuropathy 1B) (MPZ), mRNA.",,
ILMN_1704089,HPN,"Homo sapiens hepsin (transmembrane protease, serine 1) (HPN), transcript variant 1, mRNA.",,
ILMN_1687235,HPN,"Homo sapiens hepsin (transmembrane protease, serine 1) (HPN), transcript variant 1, mRNA.",,
ILMN_1785345,GPR84,"Homo sapiens G protein-coupled receptor 84 (GPR84), mRNA.",,
ILMN_1778371,CCBL2,"Homo sapiens cysteine conjugate-beta lyase 2 (CCBL2), transcript variant 2, mRNA.",,
ILMN_1764650,LOC202459,"Homo sapiens similar to RIKEN cDNA 2310008M10 (LOC202459), mRNA.",,
ILMN_1684035,ANAPC7,"Homo sapiens anaphase promoting complex subunit 7 (ANAPC7), mRNA.",,
ILMN_1773695,C17ORF76,"Homo sapiens chromosome 17 open reading frame 76 (C17orf76), mRNA.",,
ILMN_1714228,SPTBN1,"Homo sapiens spectrin, beta, non-erythrocytic 1 (SPTBN1), transcript variant 2, mRNA.",,
ILMN_1733270,CD163,"Homo sapiens CD163 molecule (CD163), transcript variant 1, mRNA.",,
ILMN_1701293,COX7A2,"Homo sapiens cytochrome c oxidase subunit VIIa polypeptide 2 (liver) (COX7A2), mRNA.",,
ILMN_1782730,ZNF473,"Homo sapiens zinc finger protein 473 (ZNF473), transcript variant 2, mRNA.",,
ILMN_1658452,FAM53A,"Homo sapiens family with sequence similarity 53, member A (FAM53A), mRNA.",,
ILMN_1758118,CCL22,"Homo sapiens chemokine (C-C motif) ligand 22 (CCL22), mRNA.",,
ILMN_1714599,CAMLG,"Homo sapiens calcium modulating ligand (CAMLG), mRNA.",,
ILMN_1673757,CASP8,"Homo sapiens caspase 8, apoptosis-related cysteine peptidase (CASP8), transcript variant E, mRNA.",,
ILMN_1792135,SLC35A2,"Homo sapiens solute carrier family 35 (UDP-galactose transporter), member A2 (SLC35A2), transcript variant 1, mRNA.",,
ILMN_1798885,SLC35A2,"Homo sapiens solute carrier family 35 (UDP-galactose transporter), member A2 (SLC35A2), transcript variant 1, mRNA.",,
ILMN_1661143,TSHR,"Homo sapiens thyroid stimulating hormone receptor (TSHR), transcript variant 2, mRNA.",,
ILMN_1660639,TSHR,"Homo sapiens thyroid stimulating hormone receptor (TSHR), transcript variant 2, mRNA.",,
ILMN_1680417,CYP39A1,"Homo sapiens cytochrome P450, family 39, subfamily A, polypeptide 1 (CYP39A1), mRNA.",,
ILMN_1750488,ARL6,"Homo sapiens ADP-ribosylation factor-like 6 (ARL6), transcript variant 2, mRNA.",,
ILMN_1763452,EVI2B,"Homo sapiens ecotropic viral integration site 2B (EVI2B), mRNA.",,
ILMN_1706051,PLD5,"Homo sapiens phospholipase D family, member 5 (PLD5), mRNA.",,
ILMN_1796376,HMX1,"Homo sapiens homeobox (H6 family) 1 (HMX1), mRNA.",,
ILMN_1799055,SURF4,"Homo sapiens surfeit 4 (SURF4), mRNA.",,
ILMN_1692688,RGS12,"Homo sapiens regulator of G-protein signalling 12 (RGS12), transcript variant 6, mRNA.",,
ILMN_1798636,RPL32,"Homo sapiens ribosomal protein L32 (RPL32), transcript variant 3, mRNA.",,
ILMN_1769741,RPL32,"Homo sapiens ribosomal protein L32 (RPL32), transcript variant 3, mRNA.",,
ILMN_1727080,MYO6,"Homo sapiens myosin VI (MYO6), mRNA.",,
ILMN_1791188,GREB1,"Homo sapiens GREB1 protein (GREB1), transcript variant b, mRNA.",,
ILMN_1695711,FAM105A,"Homo sapiens family with sequence similarity 105, member A (FAM105A), mRNA.",,
ILMN_1733579,EVI2A,"Homo sapiens ecotropic viral integration site 2A (EVI2A), transcript variant 2, mRNA.",,
ILMN_1687919,MAGEE2,"Homo sapiens melanoma antigen family E, 2 (MAGEE2), mRNA.",,
ILMN_1795228,ZFAND5,"Homo sapiens zinc finger, AN1-type domain 5 (ZFAND5), mRNA.",,
ILMN_1658706,ST6GALNAC2,"Homo sapiens ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (ST6GALNAC2), mRNA.",,
ILMN_1671554,LPIN1,"Homo sapiens lipin 1 (LPIN1), mRNA.",,
ILMN_1751375,ENAM,"Homo sapiens enamelin (ENAM), mRNA.",,
ILMN_1710696,PITX3,"Homo sapiens paired-like homeodomain transcription factor 3 (PITX3), mRNA.",,
ILMN_1720965,TULP4,"Homo sapiens tubby like protein 4 (TULP4), transcript variant 2, mRNA.",,
ILMN_1701216,LOC649800,"PREDICTED: Homo sapiens similar to BTG3 associated nuclear protein isoform b (LOC649800), mRNA.",,
ILMN_1694219,ARIH1,"Homo sapiens ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila) (ARIH1), mRNA.",,
ILMN_1783643,OR8K1,"Homo sapiens olfactory receptor, family 8, subfamily K, member 1 (OR8K1), mRNA.",,
ILMN_1666361,SLC23A2,"Homo sapiens solute carrier family 23 (nucleobase transporters), member 2 (SLC23A2), transcript variant 1, mRNA.",,
ILMN_1746578,SLC23A2,"Homo sapiens solute carrier family 23 (nucleobase transporters), member 2 (SLC23A2), transcript variant 1, mRNA.",,
ILMN_1687661,MAP2K3,"Homo sapiens mitogen-activated protein kinase kinase 3 (MAP2K3), transcript variant C, mRNA.",,
ILMN_1654563,EFNB1,"Homo sapiens ephrin-B1 (EFNB1), mRNA.",,
ILMN_1683313,ST3GAL1,"Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 1 (ST3GAL1), transcript variant 2, mRNA.",,
ILMN_1751432,OR9K2,"Homo sapiens olfactory receptor, family 9, subfamily K, member 2 (OR9K2), mRNA.",,
ILMN_1742026,PYHIN1,"Homo sapiens pyrin and HIN domain family, member 1 (PYHIN1), transcript variant b1, mRNA.",,
ILMN_1669447,PYHIN1,"Homo sapiens pyrin and HIN domain family, member 1 (PYHIN1), transcript variant b1, mRNA.",,
ILMN_1808587,ATBF1,"Homo sapiens AT-binding transcription factor 1 (ATBF1), mRNA.",,
ILMN_1707631,MED10,"Homo sapiens mediator of RNA polymerase II transcription, subunit 10 homolog (NUT2, S. cerevisiae) (MED10), mRNA.",,
ILMN_1676336,AADACL1,"Homo sapiens arylacetamide deacetylase-like 1 (AADACL1), mRNA.",,
ILMN_1757636,C5ORF35,"Homo sapiens chromosome 5 open reading frame 35 (C5orf35), mRNA.",,
ILMN_1741406,HOOK1,"Homo sapiens hook homolog 1 (Drosophila) (HOOK1), mRNA.",,
ILMN_1696554,FLJ43276,"Homo sapiens FLJ43276 protein (FLJ43276), mRNA.",,
ILMN_1738383,EEF2,"Homo sapiens eukaryotic translation elongation factor 2 (EEF2), mRNA.",,
ILMN_1658815,GPR126,"Homo sapiens G protein-coupled receptor 126 (GPR126), transcript variant a1, mRNA.",,
ILMN_1736969,SLITRK3,"Homo sapiens SLIT and NTRK-like family, member 3 (SLITRK3), mRNA.",,
ILMN_1761175,RPS6KB2,"Homo sapiens ribosomal protein S6 kinase, 70kDa, polypeptide 2 (RPS6KB2), transcript variant 2, mRNA.",,
ILMN_1679185,LEF1,"Homo sapiens lymphoid enhancer-binding factor 1 (LEF1), mRNA.",,
ILMN_1742617,FLJ26443,"Homo sapiens FLJ26443 protein (FLJ26443), mRNA.",,
ILMN_1738552,SLC1A3,"Homo sapiens solute carrier family 1 (glial high affinity glutamate transporter), member 3 (SLC1A3), mRNA.",,
ILMN_1721901,CTNNAL1,"Homo sapiens catenin (cadherin-associated protein), alpha-like 1 (CTNNAL1), mRNA.",,
ILMN_1792495,AHNAK,"Homo sapiens AHNAK nucleoprotein (desmoyokin) (AHNAK), transcript variant 2, mRNA.",,
ILMN_1787375,AHNAK,"Homo sapiens AHNAK nucleoprotein (desmoyokin) (AHNAK), transcript variant 2, mRNA.",,
ILMN_1719993,LOC440295,"Homo sapiens hypothetical protein LOC440295 (LOC440295), mRNA.",,
ILMN_1717586,OPTN,"Homo sapiens optineurin (OPTN), transcript variant 1, mRNA.",,
ILMN_1750062,PPARGC1A,"Homo sapiens peroxisome proliferator-activated receptor gamma, coactivator 1 alpha (PPARGC1A), mRNA.",,
ILMN_1717462,NPVF,"Homo sapiens neuropeptide VF precursor (NPVF), mRNA.",,
ILMN_1794912,ATP5H,"Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d (ATP5H), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
ILMN_1663626,WHSC1,"Homo sapiens Wolf-Hirschhorn syndrome candidate 1 (WHSC1), transcript variant 9, mRNA.",,
ILMN_1697717,IL4R,"Homo sapiens interleukin 4 receptor (IL4R), transcript variant 1, mRNA.",,
ILMN_1724333,TOR1B,"Homo sapiens torsin family 1, member B (torsin B) (TOR1B), mRNA.",,
ILMN_1739726,JSRP1,"Homo sapiens junctional sarcoplasmic reticulum protein 1 (JSRP1), mRNA.",,
ILMN_1775885,PARP2,"Homo sapiens poly (ADP-ribose) polymerase family, member 2 (PARP2), transcript variant 1, mRNA.",,
ILMN_1791568,CEP57,"Homo sapiens centrosomal protein 57kDa (CEP57), mRNA.",,
ILMN_1775045,ADIPOQ,"Homo sapiens adiponectin, C1Q and collagen domain containing (ADIPOQ), mRNA.",,
ILMN_1671747,ADAMTS5,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2) (ADAMTS5), mRNA.",,
ILMN_1679967,NMS,"Homo sapiens neuromedin S (NMS), mRNA.",,
ILMN_1760858,RAB8A,"Homo sapiens RAB8A, member RAS oncogene family (RAB8A), mRNA.",,
ILMN_1669370,RFX4,"Homo sapiens regulatory factor X, 4 (influences HLA class II expression) (RFX4), transcript variant 1, mRNA.",,
ILMN_1684255,MYL4,"Homo sapiens myosin, light chain 4, alkali; atrial, embryonic (MYL4), transcript variant 2, mRNA.",,
ILMN_1808683,OR4A16,"Homo sapiens olfactory receptor, family 4, subfamily A, member 16 (OR4A16), mRNA.",,
ILMN_1743049,PWP1,"Homo sapiens PWP1 homolog (S. cerevisiae) (PWP1), mRNA.",,
ILMN_1780368,GPR18,"Homo sapiens G protein-coupled receptor 18 (GPR18), mRNA.",,
ILMN_1654396,ITGB2,"Homo sapiens integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit) (ITGB2), mRNA.",,
ILMN_1804255,ADRB1,"Homo sapiens adrenergic, beta-1-, receptor (ADRB1), mRNA.",,
ILMN_1744089,C1ORF127,"Homo sapiens chromosome 1 open reading frame 127 (C1orf127), mRNA.",,
ILMN_1665471,FLJ22671,"Homo sapiens hypothetical protein FLJ22671 (FLJ22671), mRNA.",,
ILMN_1687641,CABP1,"Homo sapiens calcium binding protein 1 (calbrain) (CABP1), transcript variant 3, mRNA.",,
ILMN_1722294,CPNE8,"Homo sapiens copine VIII (CPNE8), mRNA.",,
ILMN_1766565,KRTAP5-9,"Homo sapiens keratin associated protein 5-9 (KRTAP5-9), mRNA.",,
ILMN_1676062,DIP2C,"Homo sapiens DIP2 disco-interacting protein 2 homolog C (Drosophila) (DIP2C), mRNA.",,
ILMN_1789419,EXOC3,"Homo sapiens exocyst complex component 3 (EXOC3), mRNA.",,
ILMN_1789364,ZNF789,"Homo sapiens zinc finger protein 789 (ZNF789), transcript variant 1, mRNA.",,
ILMN_1698756,B3GALT5,"Homo sapiens UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 (B3GALT5), transcript variant 5, mRNA.",,
ILMN_1752823,PHF10,"Homo sapiens PHD finger protein 10 (PHF10), transcript variant 2, mRNA.",,
