probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_1801996,MASP1,"Homo sapiens mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor) (MASP1), transcript variant 3, mRNA.",,
ILMN_1694106,GPD1L,"Homo sapiens glycerol-3-phosphate dehydrogenase 1-like (GPD1L), mRNA.",,
ILMN_1765520,MTIF2,"Homo sapiens mitochondrial translational initiation factor 2 (MTIF2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
ILMN_1693230,HYAL1,"Homo sapiens hyaluronoglucosaminidase 1 (HYAL1), transcript variant 8, mRNA.",,
ILMN_1755392,HERV-FRD,"Homo sapiens HERV-FRD provirus ancestral Env polyprotein (HERV-FRD), mRNA.",,
ILMN_1782657,FBXL22,"Homo sapiens F-box and leucine-rich repeat protein 22 (FBXL22), mRNA.",,
ILMN_1763144,NEU1,"Homo sapiens sialidase 1 (lysosomal sialidase) (NEU1), mRNA.",,
ILMN_1725098,RTN4RL2,"Homo sapiens reticulon 4 receptor-like 2 (RTN4RL2), mRNA.",,
ILMN_1672545,GIPC2,"Homo sapiens GIPC PDZ domain containing family, member 2 (GIPC2), mRNA.",,
ILMN_1667564,ALDH3A2,"Homo sapiens aldehyde dehydrogenase 3 family, member A2 (ALDH3A2), transcript variant 1, mRNA.",,
ILMN_1794825,ALDH3A2,"Homo sapiens aldehyde dehydrogenase 3 family, member A2 (ALDH3A2), transcript variant 1, mRNA.",,
ILMN_1687084,C3ORF64,"Homo sapiens chromosome 3 open reading frame 64 (C3orf64), mRNA.",,
ILMN_1787627,GPRASP1,"Homo sapiens G protein-coupled receptor associated sorting protein 1 (GPRASP1), mRNA.",,
ILMN_1812968,SOX18,"Homo sapiens SRY (sex determining region Y)-box 18 (SOX18), mRNA.",,
ILMN_1751580,KLF16,"Homo sapiens Kruppel-like factor 16 (KLF16), mRNA.",,
ILMN_1661788,WNT5B,"Homo sapiens wingless-type MMTV integration site family, member 5B (WNT5B), transcript variant 2, mRNA.",,
ILMN_1786946,OR52B2,"Homo sapiens olfactory receptor, family 52, subfamily B, member 2 (OR52B2), mRNA.",,
ILMN_1760246,BSN,"Homo sapiens bassoon (presynaptic cytomatrix protein) (BSN), mRNA.",,
ILMN_1695576,MRPL24,"Homo sapiens mitochondrial ribosomal protein L24 (MRPL24), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1683377,MDH1B,"Homo sapiens malate dehydrogenase 1B, NAD (soluble) (MDH1B), mRNA.",,
ILMN_1703648,LOC388595,"Homo sapiens hypothetical protein LOC388595 (LOC388595), mRNA.",,
ILMN_1668378,SFT2D2,"Homo sapiens SFT2 domain containing 2 (SFT2D2), mRNA.",,
ILMN_1742869,TBC1D20,"Homo sapiens TBC1 domain family, member 20 (TBC1D20), mRNA.",,
ILMN_1676075,KLHL12,"Homo sapiens kelch-like 12 (Drosophila) (KLHL12), mRNA.",,
ILMN_1657855,ACTL6B,"Homo sapiens actin-like 6B (ACTL6B), mRNA.",,
ILMN_1750257,USP1,"Homo sapiens ubiquitin specific peptidase 1 (USP1), transcript variant 1, mRNA.",,
ILMN_1719627,SLC27A3,"Homo sapiens solute carrier family 27 (fatty acid transporter), member 3 (SLC27A3), mRNA.",,
ILMN_1652662,GRB10,"Homo sapiens growth factor receptor-bound protein 10 (GRB10), transcript variant 4, mRNA.",,
ILMN_1760778,ENG,"Homo sapiens endoglin (Osler-Rendu-Weber syndrome 1) (ENG), mRNA.",,
ILMN_1652333,FN3KRP,"Homo sapiens fructosamine-3-kinase-related protein (FN3KRP), mRNA.",,
ILMN_1809552,TCEAL1,"Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 3, mRNA.",,
ILMN_1742341,TCEAL1,"Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 3, mRNA.",,
ILMN_1660446,BTNL3,"Homo sapiens butyrophilin-like 3 (BTNL3), transcript variant 1, mRNA.",,
ILMN_1760922,GIT2,"Homo sapiens G protein-coupled receptor kinase interactor 2 (GIT2), transcript variant 4, mRNA.",,
ILMN_1691693,FCRL3,"Homo sapiens Fc receptor-like 3 (FCRL3), transcript variant 2, mRNA.",,
ILMN_1755822,SYDE1,"Homo sapiens synapse defective 1, Rho GTPase, homolog 1 (C. elegans) (SYDE1), mRNA.",,
ILMN_1702700,PCBP4,"Homo sapiens poly(rC) binding protein 4 (PCBP4), transcript variant 1, mRNA.",,
ILMN_1809384,CYP4F12,"Homo sapiens cytochrome P450, family 4, subfamily F, polypeptide 12 (CYP4F12), mRNA.",,
ILMN_1788149,NEK11,"Homo sapiens NIMA (never in mitosis gene a)- related kinase 11 (NEK11), transcript variant 1, mRNA.",,
ILMN_1730441,OR52K2,"Homo sapiens olfactory receptor, family 52, subfamily K, member 2 (OR52K2), mRNA.",,
ILMN_1691339,CLEC1A,"Homo sapiens C-type lectin domain family 1, member A (CLEC1A), mRNA.",,
ILMN_1692895,PIK3R3,"Homo sapiens phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma) (PIK3R3), mRNA.",,
ILMN_1796438,NENF,"Homo sapiens neuron derived neurotrophic factor (NENF), mRNA.",,
ILMN_1740197,ZNF234,"Homo sapiens zinc finger protein 234 (ZNF234), mRNA.",,
ILMN_1670970,PPP3CA,"Homo sapiens protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform (PPP3CA), mRNA.",,
ILMN_1768870,CAPZA2,"Homo sapiens capping protein (actin filament) muscle Z-line, alpha 2 (CAPZA2), mRNA.",,
ILMN_1682761,UNQ5783,"Homo sapiens DTFT5783 (UNQ5783), mRNA.",,
ILMN_1813528,CCBE1,"Homo sapiens collagen and calcium binding EGF domains 1 (CCBE1), mRNA.",,
ILMN_1793203,SMCR7L,"Homo sapiens Smith-Magenis syndrome chromosome region, candidate 7-like (SMCR7L), mRNA.",,
ILMN_1774715,OR5P3,"Homo sapiens olfactory receptor, family 5, subfamily P, member 3 (OR5P3), mRNA.",,
ILMN_1697597,KIAA0494,"Homo sapiens KIAA0494 (KIAA0494), mRNA.",,
ILMN_1760153,GATA5,"Homo sapiens GATA binding protein 5 (GATA5), mRNA.",,
ILMN_1810324,SGCB,"Homo sapiens sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) (SGCB), mRNA.",,
ILMN_1775830,TM4SF20,"Homo sapiens transmembrane 4 L six family member 20 (TM4SF20), mRNA.",,
ILMN_1731292,CA5A,"Homo sapiens carbonic anhydrase VA, mitochondrial (CA5A), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1662619,TFPI,"Homo sapiens tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor) (TFPI), transcript variant 2, mRNA.",,
ILMN_1701032,TFPI,"Homo sapiens tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor) (TFPI), transcript variant 2, mRNA.",,
ILMN_1742541,ZNF518,"Homo sapiens zinc finger protein 518 (ZNF518), mRNA.",,
ILMN_1738784,PPP2R5A,"Homo sapiens protein phosphatase 2, regulatory subunit B', alpha isoform (PPP2R5A), mRNA.",,
ILMN_1757099,C10ORF81,"Homo sapiens chromosome 10 open reading frame 81 (C10orf81), mRNA.",,
ILMN_1726196,GATA2,"Homo sapiens GATA binding protein 2 (GATA2), mRNA.",,
ILMN_1690314,PRKACB,"Homo sapiens protein kinase, cAMP-dependent, catalytic, beta (PRKACB), transcript variant 1, mRNA.",,
ILMN_1754921,FAM43B,"Homo sapiens family with sequence similarity 43, member B (FAM43B), mRNA.",,
ILMN_1680683,BCR,"Homo sapiens breakpoint cluster region (BCR), transcript variant 1, mRNA.",,
ILMN_1670398,BCR,"Homo sapiens breakpoint cluster region (BCR), transcript variant 1, mRNA.",,
ILMN_1705671,LSP1,"Homo sapiens lymphocyte-specific protein 1 (LSP1), transcript variant 1, mRNA.",,
ILMN_1662776,GPX2,"Homo sapiens glutathione peroxidase 2 (gastrointestinal) (GPX2), mRNA.",,
ILMN_1795822,DIS3L,"Homo sapiens DIS3 mitotic control homolog (S. cerevisiae)-like (DIS3L), mRNA.",,
ILMN_1728349,TMEM63B,"Homo sapiens transmembrane protein 63B (TMEM63B), mRNA.",,
ILMN_1782129,ZBED4,"Homo sapiens zinc finger, BED-type containing 4 (ZBED4), mRNA.",,
ILMN_1696810,ADMR,"Homo sapiens adrenomedullin receptor (ADMR), mRNA.",,
ILMN_1670124,LOC150223,"Homo sapiens hypothetical protein LOC150223 (LOC150223), transcript variant 2, mRNA.",,
ILMN_1791912,SIDT2,"Homo sapiens SID1 transmembrane family, member 2 (SIDT2), mRNA.",,
ILMN_1798189,COX7C,"Homo sapiens cytochrome c oxidase subunit VIIc (COX7C), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1674827,FAM124A,"Homo sapiens family with sequence similarity 124A (FAM124A), mRNA.",,
ILMN_1696757,TTC14,"Homo sapiens tetratricopeptide repeat domain 14 (TTC14), transcript variant 2, mRNA.",,
ILMN_1716564,INTU,"Homo sapiens inturned planar cell polarity effector homolog (Drosophila) (INTU), mRNA.",,
ILMN_1693287,POMP,"Homo sapiens proteasome maturation protein (POMP), mRNA.",,
ILMN_1732776,NUP98,"Homo sapiens nucleoporin 98kDa (NUP98), transcript variant 2, mRNA.",,
ILMN_1694130,CLDN11,"Homo sapiens claudin 11 (oligodendrocyte transmembrane protein) (CLDN11), mRNA.",,
ILMN_1798706,EBI2,"Homo sapiens Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor) (EBI2), mRNA.",,
ILMN_1788239,AMDHD1,"Homo sapiens amidohydrolase domain containing 1 (AMDHD1), mRNA.",,
ILMN_1655108,ZFYVE1,"Homo sapiens zinc finger, FYVE domain containing 1 (ZFYVE1), transcript variant 1, mRNA.",,
ILMN_1706186,C12ORF53,"Homo sapiens chromosome 12 open reading frame 53 (C12orf53), mRNA.",,
ILMN_1755138,NEK8,"Homo sapiens NIMA (never in mitosis gene a)- related kinase 8 (NEK8), mRNA.",,
ILMN_1733428,RNASE11,"Homo sapiens ribonuclease, RNase A family, 11 (non-active) (RNASE11), mRNA.",,
ILMN_1697594,ANKRD28,"Homo sapiens ankyrin repeat domain 28 (ANKRD28), mRNA.",,
ILMN_1746604,IL6ST,"Homo sapiens interleukin 6 signal transducer (gp130, oncostatin M receptor) (IL6ST), transcript variant 2, mRNA.",,
ILMN_1658440,SOX2,"Homo sapiens SRY (sex determining region Y)-box 2 (SOX2), mRNA.",,
ILMN_1722502,CCT6A,"Homo sapiens chaperonin containing TCP1, subunit 6A (zeta 1) (CCT6A), transcript variant 2, mRNA.",,
ILMN_1682599,GPRC5A,"Homo sapiens G protein-coupled receptor, family C, group 5, member A (GPRC5A), mRNA.",,
ILMN_1664863,CTRL,"Homo sapiens chymotrypsin-like (CTRL), mRNA.",,
ILMN_1682212,RASSF2,"Homo sapiens Ras association (RalGDS/AF-6) domain family 2 (RASSF2), transcript variant 1, mRNA.",,
ILMN_1749436,RASSF2,"Homo sapiens Ras association (RalGDS/AF-6) domain family 2 (RASSF2), transcript variant 1, mRNA.",,
ILMN_1794392,DDX3X,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked (DDX3X), mRNA.",,
ILMN_1728870,DDX3X,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked (DDX3X), mRNA.",,
ILMN_1724138,HTATIP,"Homo sapiens HIV-1 Tat interacting protein, 60kDa (HTATIP), transcript variant 1, mRNA.",,
ILMN_1791275,KCNA10,"Homo sapiens potassium voltage-gated channel, shaker-related subfamily, member 10 (KCNA10), mRNA.",,
ILMN_1799487,CG018,"Homo sapiens hypothetical gene CG018 (CG018), transcript variant 1, mRNA.",,
ILMN_1673960,MAT2B,"Homo sapiens methionine adenosyltransferase II, beta (MAT2B), transcript variant 2, mRNA.",,
ILMN_1746053,BCL6,"Homo sapiens B-cell CLL/lymphoma 6 (zinc finger protein 51) (BCL6), transcript variant 2, mRNA.",,
ILMN_1755415,SAMD3,"Homo sapiens sterile alpha motif domain containing 3 (SAMD3), transcript variant 2, mRNA.",,
ILMN_1744897,KCNN3,"Homo sapiens potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 (KCNN3), transcript variant 2, mRNA.",,
ILMN_1739241,CHAC1,"Homo sapiens ChaC, cation transport regulator homolog 1 (E. coli) (CHAC1), mRNA.",,
ILMN_1784156,FCMD,"Homo sapiens Fukuyama type congenital muscular dystrophy (fukutin) (FCMD), transcript variant 1, mRNA.",,
ILMN_1781260,TTC19,"Homo sapiens tetratricopeptide repeat domain 19 (TTC19), mRNA.",,
ILMN_1717205,OLIG3,"Homo sapiens oligodendrocyte transcription factor 3 (OLIG3), mRNA.",,
ILMN_1769503,ZNRF2,"Homo sapiens zinc and ring finger 2 (ZNRF2), mRNA.",,
ILMN_1729767,TARBP2,"Homo sapiens Tar (HIV-1) RNA binding protein 2 (TARBP2), transcript variant 1, mRNA.",,
ILMN_1716176,RARA,"Homo sapiens retinoic acid receptor, alpha (RARA), mRNA.",,
ILMN_1789112,TMEM145,"Homo sapiens transmembrane protein 145 (TMEM145), mRNA.",,
ILMN_1812031,PALM,"Homo sapiens paralemmin (PALM), transcript variant 2, mRNA.",,
ILMN_1764297,ARF6,"Homo sapiens ADP-ribosylation factor 6 (ARF6), mRNA.",,
ILMN_1773470,ST5,"Homo sapiens suppression of tumorigenicity 5 (ST5), transcript variant 1, mRNA.",,
ILMN_1730057,ST5,"Homo sapiens suppression of tumorigenicity 5 (ST5), transcript variant 1, mRNA.",,
ILMN_1778623,PAGE1,"Homo sapiens P antigen family, member 1 (prostate associated) (PAGE1), mRNA.",,
ILMN_1759530,TESSP5,"Homo sapiens testis serine protease 5 (TESSP5), mRNA.",,
ILMN_1784459,MMP3,"Homo sapiens matrix metallopeptidase 3 (stromelysin 1, progelatinase) (MMP3), mRNA.",,
ILMN_1763365,FAM103A1,"Homo sapiens family with sequence similarity 103, member A1 (FAM103A1), mRNA.",,
ILMN_1777479,CDYL2,"Homo sapiens chromodomain protein, Y-like 2 (CDYL2), mRNA.",,
ILMN_1713274,OTOS,"Homo sapiens otospiralin (OTOS), mRNA.",,
ILMN_1804297,QSER1,"Homo sapiens glutamine and serine rich 1 (QSER1), mRNA.",,
ILMN_1654875,CLC,"Homo sapiens Charcot-Leyden crystal protein (CLC), mRNA.",,
ILMN_1696289,HSP90AB6P,"Homo sapiens heat shock protein 90kDa alpha (cytosolic), class B member 6 (pseudogene) (HSP90AB6P), mRNA.",,
ILMN_1784917,NPDC1,"Homo sapiens neural proliferation, differentiation and control, 1 (NPDC1), mRNA.",,
ILMN_1663927,PARP10,"Homo sapiens poly (ADP-ribose) polymerase family, member 10 (PARP10), mRNA.",,
ILMN_1721411,PARP10,"Homo sapiens poly (ADP-ribose) polymerase family, member 10 (PARP10), mRNA.",,
ILMN_1705865,CMYA3,"Homo sapiens cardiomyopathy associated 3 (CMYA3), transcript variant 1, mRNA.",,
ILMN_1717475,PSTPIP1,"Homo sapiens proline-serine-threonine phosphatase interacting protein 1 (PSTPIP1), mRNA.",,
ILMN_1723895,GTF3C5,"Homo sapiens general transcription factor IIIC, polypeptide 5, 63kDa (GTF3C5), mRNA.",,
ILMN_1726368,ZNF135,"Homo sapiens zinc finger protein 135 (ZNF135), mRNA.",,
ILMN_1685168,RFX4,"Homo sapiens regulatory factor X, 4 (influences HLA class II expression) (RFX4), transcript variant 3, mRNA.",,
ILMN_1807003,ANXA11,"Homo sapiens annexin A11 (ANXA11), transcript variant c, mRNA.",,
ILMN_1679092,RAB9B,"Homo sapiens RAB9B, member RAS oncogene family (RAB9B), mRNA.",,
ILMN_1720955,OR13C5,"Homo sapiens olfactory receptor, family 13, subfamily C, member 5 (OR13C5), mRNA.",,
ILMN_1710427,VPS37B,"Homo sapiens vacuolar protein sorting 37 homolog B (S. cerevisiae) (VPS37B), mRNA.",,
ILMN_1761939,TIPIN,"Homo sapiens TIMELESS interacting protein (TIPIN), mRNA.",,
ILMN_1724066,PLCB2,"Homo sapiens phospholipase C, beta 2 (PLCB2), mRNA.",,
ILMN_1657749,FLJ16008,"Homo sapiens FLJ16008 protein (FLJ16008), mRNA.",,
ILMN_1778444,FKBP5,"Homo sapiens FK506 binding protein 5 (FKBP5), mRNA.",,
ILMN_1704472,EID2,"Homo sapiens EP300 interacting inhibitor of differentiation 2 (EID2), mRNA.",,
ILMN_1755873,EMR3,"Homo sapiens egf-like module containing, mucin-like, hormone receptor-like 3 (EMR3), transcript variant 2, mRNA.",,
ILMN_1769556,C5ORF23,"Homo sapiens chromosome 5 open reading frame 23 (C5orf23), mRNA.",,
ILMN_1726457,LOC284948,"Homo sapiens similar to B-cell linker; B cell linker protein (LOC284948), transcript variant 2, mRNA.",,
ILMN_1733515,LOXL3,"Homo sapiens lysyl oxidase-like 3 (LOXL3), mRNA.",,
ILMN_1709734,BMP4,"Homo sapiens bone morphogenetic protein 4 (BMP4), transcript variant 1, mRNA.",,
ILMN_1811991,FLJ22222,"Homo sapiens hypothetical protein FLJ22222 (FLJ22222), transcript variant 2, mRNA.",,
ILMN_1713471,PIG38,"Homo sapiens proliferation-inducing protein 38 (PIG38), mRNA.",,
ILMN_1705002,FLT1,"Homo sapiens fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) (FLT1), mRNA.",,
ILMN_1657515,RPS6KA5,"Homo sapiens ribosomal protein S6 kinase, 90kDa, polypeptide 5 (RPS6KA5), transcript variant 1, mRNA.",,
ILMN_1781897,KLRC3,"Homo sapiens killer cell lectin-like receptor subfamily C, member 3 (KLRC3), transcript variant 2, mRNA.",,
ILMN_1658387,KLRC3,"Homo sapiens killer cell lectin-like receptor subfamily C, member 3 (KLRC3), transcript variant 2, mRNA.",,
ILMN_1713952,C1ORF106,"Homo sapiens chromosome 1 open reading frame 106 (C1orf106), mRNA.",,
ILMN_1747146,TSG101,"Homo sapiens tumor susceptibility gene 101 (TSG101), mRNA.",,
ILMN_1754077,EYA2,"Homo sapiens eyes absent homolog 2 (Drosophila) (EYA2), transcript variant 2, mRNA.",,
ILMN_1754315,MMAA,"Homo sapiens methylmalonic aciduria (cobalamin deficiency) cblA type (MMAA), mRNA.",,
ILMN_1807106,LDHA,"Homo sapiens lactate dehydrogenase A (LDHA), mRNA.",,
ILMN_1667272,AMPH,"Homo sapiens amphiphysin (Stiff-Man syndrome with breast cancer 128kDa autoantigen) (AMPH), transcript variant 1, mRNA.",,
ILMN_1794514,KSR2,"Homo sapiens kinase suppressor of ras 2 (KSR2), mRNA.",,
ILMN_1700518,HMGN4,"Homo sapiens high mobility group nucleosomal binding domain 4 (HMGN4), mRNA.",,
ILMN_1813688,GKN2,"Homo sapiens gastrokine 2 (GKN2), mRNA.",,
ILMN_1785179,UBE2G2,"Homo sapiens ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast) (UBE2G2), transcript variant 1, mRNA.",,
ILMN_1660086,MYH11,"Homo sapiens myosin, heavy chain 11, smooth muscle (MYH11), transcript variant SM2B, mRNA.",,
ILMN_1737162,LGI3,"Homo sapiens leucine-rich repeat LGI family, member 3 (LGI3), mRNA.",,
ILMN_1712887,SLC10A3,"Homo sapiens solute carrier family 10 (sodium/bile acid cotransporter family), member 3 (SLC10A3), mRNA.",,
ILMN_1724350,TRIM36,"Homo sapiens tripartite motif-containing 36 (TRIM36), transcript variant 1, mRNA.",,
ILMN_1710082,BIRC5,"Homo sapiens baculoviral IAP repeat-containing 5 (survivin) (BIRC5), transcript variant 3, mRNA.",,
ILMN_1711823,C17ORF70,"Homo sapiens chromosome 17 open reading frame 70 (C17orf70), mRNA.",,
ILMN_1772190,OR5M9,"Homo sapiens olfactory receptor, family 5, subfamily M, member 9 (OR5M9), mRNA.",,
ILMN_1687098,UNQ9370,"Homo sapiens IFMQ9370 (UNQ9370), mRNA.",,
ILMN_1687546,HSP90AA1,"Homo sapiens heat shock protein 90kDa alpha (cytosolic), class A member 1 (HSP90AA1), transcript variant 1, mRNA.",,
ILMN_1699967,ARID1B,"Homo sapiens AT rich interactive domain 1B (SWI1-like) (ARID1B), transcript variant 1, mRNA.",,
ILMN_1761101,CCDC112,"Homo sapiens coiled-coil domain containing 112 (CCDC112), transcript variant 2, mRNA.",,
ILMN_1739168,OR2T10,"Homo sapiens olfactory receptor, family 2, subfamily T, member 10 (OR2T10), mRNA.",,
ILMN_1660995,AMH,"Homo sapiens anti-Mullerian hormone (AMH), mRNA.",,
ILMN_1708130,EHF,"Homo sapiens ets homologous factor (EHF), mRNA.",,
ILMN_1681454,RP1,"Homo sapiens retinitis pigmentosa 1 (autosomal dominant) (RP1), mRNA.",,
ILMN_1727348,NMD3,"Homo sapiens NMD3 homolog (S. cerevisiae) (NMD3), mRNA.",,
ILMN_1772513,GPR112,"Homo sapiens G protein-coupled receptor 112 (GPR112), mRNA.",,
ILMN_1756326,CKS2,"Homo sapiens CDC28 protein kinase regulatory subunit 2 (CKS2), mRNA.",,
ILMN_1786908,KRTAP26-1,"Homo sapiens keratin associated protein (KRTAP26-1), mRNA.",,
ILMN_1810235,ATP6V1E2,"Homo sapiens ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2 (ATP6V1E2), mRNA.",,
ILMN_1726602,PPEF2,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
ILMN_1739548,ZCCHC6,"Homo sapiens zinc finger, CCHC domain containing 6 (ZCCHC6), mRNA.",,
ILMN_1761891,FBXW8,"Homo sapiens F-box and WD repeat domain containing 8 (FBXW8), transcript variant 1, mRNA.",,
ILMN_1709056,FBXW8,"Homo sapiens F-box and WD repeat domain containing 8 (FBXW8), transcript variant 1, mRNA.",,
ILMN_1709092,ABCC13,"Homo sapiens ATP-binding cassette, sub-family C (CFTR/MRP), member 13 (ABCC13), transcript variant 4, mRNA.",,
ILMN_1706610,PLEKHA9,"Homo sapiens pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 9 (PLEKHA9), mRNA.",,
ILMN_1756126,STUB1,"Homo sapiens STIP1 homology and U-box containing protein 1 (STUB1), mRNA.",,
ILMN_1813938,CHCHD4,"Homo sapiens coiled-coil-helix-coiled-coil-helix domain containing 4 (CHCHD4), mRNA.",,
ILMN_1674620,SGCE,"Homo sapiens sarcoglycan, epsilon (SGCE), mRNA.",,
ILMN_1789011,SYNGR2,"Homo sapiens synaptogyrin 2 (SYNGR2), mRNA.",,
ILMN_1750800,ACO1,"Homo sapiens aconitase 1, soluble (ACO1), mRNA.",,
ILMN_1718831,TMEM57,"Homo sapiens transmembrane protein 57 (TMEM57), mRNA.",,
ILMN_1720616,CBFA2T3,"Homo sapiens core-binding factor, runt domain, alpha subunit 2; translocated to, 3 (CBFA2T3), transcript variant 2, mRNA.",,
ILMN_1772876,ZNF395,"Homo sapiens zinc finger protein 395 (ZNF395), mRNA.",,
ILMN_1672102,PTPRB,"Homo sapiens protein tyrosine phosphatase, receptor type, B (PTPRB), mRNA.",,
ILMN_1661112,ARPP-21,"Homo sapiens cyclic AMP-regulated phosphoprotein, 21 kD (ARPP-21), transcript variant 2, mRNA.",,
ILMN_1669172,PTPRR,"Homo sapiens protein tyrosine phosphatase, receptor type, R (PTPRR), transcript variant 2, mRNA.",,
ILMN_1712513,DDX11,"Homo sapiens DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae) (DDX11), transcript variant 2, mRNA.",,
ILMN_1735304,SDC1,"Homo sapiens syndecan 1 (SDC1), transcript variant 1, mRNA.",,
ILMN_1776105,PSPH,"Homo sapiens phosphoserine phosphatase (PSPH), mRNA.",,
ILMN_1716963,KNDC1,"Homo sapiens kinase non-catalytic C-lobe domain (KIND) containing 1 (KNDC1), transcript variant 1, mRNA.",,
ILMN_1702789,KNDC1,"Homo sapiens kinase non-catalytic C-lobe domain (KIND) containing 1 (KNDC1), transcript variant 1, mRNA.",,
ILMN_1811277,TRIM13,"Homo sapiens tripartite motif-containing 13 (TRIM13), transcript variant 3, mRNA.",,
ILMN_1782845,SPTB,"Homo sapiens spectrin, beta, erythrocytic (includes spherocytosis, clinical type I) (SPTB), transcript variant 2, mRNA.",,
ILMN_1659462,DUSP23,"Homo sapiens dual specificity phosphatase 23 (DUSP23), mRNA.",,
ILMN_1765103,CST8,"Homo sapiens cystatin 8 (cystatin-related epididymal specific) (CST8), mRNA.",,
ILMN_1769869,PIP5K1A,"Homo sapiens phosphatidylinositol-4-phosphate 5-kinase, type I, alpha (PIP5K1A), mRNA.",,
ILMN_1719797,MESDC2,"Homo sapiens mesoderm development candidate 2 (MESDC2), mRNA.",,
ILMN_1724117,ZNF646,"Homo sapiens zinc finger protein 646 (ZNF646), mRNA.",,
ILMN_1677392,KRTAP10-7,"Homo sapiens keratin associated protein 10-7 (KRTAP10-7), mRNA.",,
ILMN_1763666,ALDH3B2,"Homo sapiens aldehyde dehydrogenase 3 family, member B2 (ALDH3B2), transcript variant 1, mRNA.",,
ILMN_1761514,ALDH3B2,"Homo sapiens aldehyde dehydrogenase 3 family, member B2 (ALDH3B2), transcript variant 1, mRNA.",,
ILMN_1716790,APBB2,"Homo sapiens amyloid beta (A4) precursor protein-binding, family B, member 2 (Fe65-like) (APBB2), mRNA.",,
ILMN_1727709,GPBAR1,"Homo sapiens G protein-coupled bile acid receptor 1 (GPBAR1), transcript variant 3, mRNA.",,
ILMN_1716552,ENAH,"Homo sapiens enabled homolog (Drosophila) (ENAH), transcript variant 1, mRNA.",,
ILMN_1727036,ENAH,"Homo sapiens enabled homolog (Drosophila) (ENAH), transcript variant 1, mRNA.",,
ILMN_1668748,PCQAP,"Homo sapiens PC2 (positive cofactor 2, multiprotein complex) glutamine/Q-rich-associated protein (PCQAP), transcript variant 2, mRNA.",,
ILMN_1764415,ZNF585A,"Homo sapiens zinc finger protein 585A (ZNF585A), transcript variant 1, mRNA.",,
ILMN_1719972,PLXNA3,"Homo sapiens plexin A3 (PLXNA3), mRNA.",,
ILMN_1727065,FLJ42289,"Homo sapiens FLJ42289 protein (FLJ42289), mRNA.",,
ILMN_1692967,AXIN1,"Homo sapiens axin 1 (AXIN1), transcript variant 1, mRNA.",,
ILMN_1712944,AES,"Homo sapiens amino-terminal enhancer of split (AES), transcript variant 2, mRNA.",,
ILMN_1777814,OR4M1,"Homo sapiens olfactory receptor, family 4, subfamily M, member 1 (OR4M1), mRNA.",,
ILMN_1760062,IFI44,"Homo sapiens interferon-induced protein 44 (IFI44), mRNA.",,
ILMN_1685174,CPB1,"Homo sapiens carboxypeptidase B1 (tissue) (CPB1), mRNA.",,
ILMN_1723111,HIST1H4A,"Homo sapiens histone cluster 1, H4a (HIST1H4A), mRNA.",,
ILMN_1730209,OR5A1,"Homo sapiens olfactory receptor, family 5, subfamily A, member 1 (OR5A1), mRNA.",,
ILMN_1710028,MCL1,"Homo sapiens myeloid cell leukemia sequence 1 (BCL2-related) (MCL1), transcript variant 1, mRNA.",,
ILMN_1662359,HIST1H4K,"Homo sapiens histone cluster 1, H4k (HIST1H4K), mRNA.",,
ILMN_1742124,KIAA1128,"Homo sapiens KIAA1128 (KIAA1128), mRNA.",,
ILMN_1763609,SLC22A16,"Homo sapiens solute carrier family 22 (organic cation transporter), member 16 (SLC22A16), mRNA.",,
ILMN_1663349,C19ORF20,"Homo sapiens chromosome 19 open reading frame 20 (C19orf20), mRNA.",,
ILMN_1664581,MICALL2,"Homo sapiens MICAL-like 2 (MICALL2), transcript variant 1, mRNA.",,
ILMN_1797318,HSPA14,"Homo sapiens heat shock 70kDa protein 14 (HSPA14), transcript variant 1, mRNA.",,
