probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_2406724,NUF2,"Homo sapiens NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae) (NUF2), transcript variant 2, mRNA.",,
ILMN_1797102,ST6GAL2,"Homo sapiens ST6 beta-galactosamide alpha-2,6-sialyltranferase 2 (ST6GAL2), mRNA.",,
ILMN_1734445,LOC91461,"Homo sapiens hypothetical protein BC007901 (LOC91461), mRNA.",,
ILMN_2248822,APOL2,"Homo sapiens apolipoprotein L, 2 (APOL2), transcript variant beta, mRNA.",,
ILMN_2325337,APOL2,"Homo sapiens apolipoprotein L, 2 (APOL2), transcript variant beta, mRNA.",,
ILMN_1685002,RCE1,"Homo sapiens RCE1 homolog, prenyl protein peptidase (S. cerevisiae) (RCE1), transcript variant 2, mRNA.",,
ILMN_2337492,RCE1,"Homo sapiens RCE1 homolog, prenyl protein peptidase (S. cerevisiae) (RCE1), transcript variant 2, mRNA.",,
ILMN_1668914,C14ORF48,"Homo sapiens chromosome 14 open reading frame 48 (C14orf48), mRNA.",,
ILMN_2269392,RFX3,"Homo sapiens regulatory factor X, 3 (influences HLA class II expression) (RFX3), transcript variant 1, mRNA.",,
ILMN_2120022,ARL5B,"Homo sapiens ADP-ribosylation factor-like 5B (ARL5B), mRNA.",,
ILMN_2311537,HMGA1,"Homo sapiens high mobility group AT-hook 1 (HMGA1), transcript variant 1, mRNA.",,
ILMN_1781013,CPN2,"PREDICTED: Homo sapiens carboxypeptidase N, polypeptide 2, 83kD (CPN2), mRNA.",,
ILMN_2061405,NUP54,"Homo sapiens nucleoporin 54kDa (NUP54), mRNA.",,
ILMN_2357770,TCEA1,"Homo sapiens transcription elongation factor A (SII), 1 (TCEA1), transcript variant 2, mRNA.",,
ILMN_1751607,FOSB,"Homo sapiens FBJ murine osteosarcoma viral oncogene homolog B (FOSB), mRNA.",,
ILMN_1754858,PASK,"Homo sapiens PAS domain containing serine/threonine kinase (PASK), mRNA.",,
ILMN_1807652,STRA6,"Homo sapiens stimulated by retinoic acid gene 6 homolog (mouse) (STRA6), mRNA.",,
ILMN_2166524,CCNYL1,"Homo sapiens cyclin Y-like 1 (CCNYL1), mRNA.",,
ILMN_1706960,KIAA1217,"Homo sapiens KIAA1217 (KIAA1217), transcript variant 2, mRNA.",,
ILMN_2095789,ZNF678,"Homo sapiens zinc finger protein 678 (ZNF678), mRNA.",,
ILMN_1671092,SOX17,"Homo sapiens SRY (sex determining region Y)-box 17 (SOX17), mRNA.",,
ILMN_1679782,BLOC1S2,"Homo sapiens biogenesis of lysosome-related organelles complex-1, subunit 2 (BLOC1S2), transcript variant 2, mRNA.",,
ILMN_2135527,DEPDC4,"Homo sapiens DEP domain containing 4 (DEPDC4), mRNA.",,
ILMN_1689007,SFRS14,"Homo sapiens splicing factor, arginine/serine-rich 14 (SFRS14), transcript variant 1, mRNA.",,
ILMN_1772487,SFRS14,"Homo sapiens splicing factor, arginine/serine-rich 14 (SFRS14), transcript variant 1, mRNA.",,
ILMN_2384139,KLRC1,"Homo sapiens killer cell lectin-like receptor subfamily C, member 1 (KLRC1), transcript variant 4, mRNA.",,
ILMN_2311761,AP3S1,"Homo sapiens adaptor-related protein complex 3, sigma 1 subunit (AP3S1), transcript variant 2, mRNA.",,
ILMN_2126055,ASB5,"Homo sapiens ankyrin repeat and SOCS box-containing 5 (ASB5), mRNA.",,
ILMN_1812915,TNFRSF10B,"Homo sapiens tumor necrosis factor receptor superfamily, member 10b (TNFRSF10B), transcript variant 1, mRNA.",,
ILMN_1735172,LOC151121,"PREDICTED: Homo sapiens hypothetical protein LOC151121 (LOC151121), misc RNA.",,
ILMN_1811592,ARHGAP21,"Homo sapiens Rho GTPase activating protein 21 (ARHGAP21), mRNA.",,
ILMN_1690035,FLYWCH1,"Homo sapiens FLYWCH-type zinc finger 1 (FLYWCH1), transcript variant 1, mRNA.",,
ILMN_1688034,COIL,"Homo sapiens coilin (COIL), mRNA.",,
ILMN_1691181,TXNDC1,"Homo sapiens thioredoxin domain containing 1 (TXNDC1), mRNA.",,
ILMN_1666208,C14ORF106,"Homo sapiens chromosome 14 open reading frame 106 (C14orf106), mRNA.",,
ILMN_2215639,TUBA3D,"Homo sapiens tubulin, alpha 3d (TUBA3D), mRNA.",,
ILMN_1752213,TMEM60,"Homo sapiens transmembrane protein 60 (TMEM60), mRNA.",,
ILMN_1695246,KLHDC8B,"Homo sapiens kelch domain containing 8B (KLHDC8B), mRNA.",,
ILMN_1734021,CLSTN3,"Homo sapiens calsyntenin 3 (CLSTN3), mRNA.",,
ILMN_1708890,RASSF4,"Homo sapiens Ras association (RalGDS/AF-6) domain family member 4 (RASSF4), mRNA.",,
ILMN_1690566,RASSF4,"Homo sapiens Ras association (RalGDS/AF-6) domain family member 4 (RASSF4), mRNA.",,
ILMN_1738589,MGLL,"Homo sapiens monoglyceride lipase (MGLL), transcript variant 1, mRNA.",,
ILMN_1657708,MGLL,"Homo sapiens monoglyceride lipase (MGLL), transcript variant 1, mRNA.",,
ILMN_1815168,HVCN1,"Homo sapiens hydrogen voltage-gated channel 1 (HVCN1), transcript variant 1, mRNA.",,
ILMN_1728301,GAD2,"Homo sapiens glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa) (GAD2), mRNA.",,
ILMN_1694479,WDR18,"Homo sapiens WD repeat domain 18 (WDR18), mRNA.",,
ILMN_2388517,MTERFD3,"Homo sapiens MTERF domain containing 3 (MTERFD3), transcript variant 2, mRNA.",,
ILMN_1731397,STMN4,"Homo sapiens stathmin-like 4 (STMN4), mRNA.",,
ILMN_1775646,L3MBTL4,"Homo sapiens l(3)mbt-like 4 (Drosophila) (L3MBTL4), mRNA.",,
ILMN_1744887,RLN2,"Homo sapiens relaxin 2 (RLN2), transcript variant 1, mRNA.",,
ILMN_2396903,KCNJ15,"Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 15 (KCNJ15), transcript variant 3, mRNA.",,
ILMN_1661939,SGSM1,"Homo sapiens small G protein signaling modulator 1 (SGSM1), transcript variant 1, mRNA.",,
ILMN_2075507,MAN1A2,"Homo sapiens mannosidase, alpha, class 1A, member 2 (MAN1A2), mRNA.",,
ILMN_1737715,OSR2,"PREDICTED: Homo sapiens odd-skipped related 2 (Drosophila) (OSR2), mRNA.",,
ILMN_2370976,FER1L3,"Homo sapiens fer-1-like 3, myoferlin (C. elegans) (FER1L3), transcript variant 1, mRNA.",,
ILMN_2347349,CCNB1IP1,"Homo sapiens cyclin B1 interacting protein 1 (CCNB1IP1), transcript variant 3, mRNA.",,
ILMN_2260833,CCNB1IP1,"Homo sapiens cyclin B1 interacting protein 1 (CCNB1IP1), transcript variant 3, mRNA.",,
ILMN_1747192,RNF125,"Homo sapiens ring finger protein 125 (RNF125), mRNA.",,
ILMN_2264916,EDNRB,"Homo sapiens endothelin receptor type B (EDNRB), transcript variant 1, mRNA.",,
ILMN_2389528,MTL5,"Homo sapiens metallothionein-like 5, testis-specific (tesmin) (MTL5), transcript variant 2, mRNA.",,
ILMN_1713189,C12ORF41,"Homo sapiens chromosome 12 open reading frame 41 (C12orf41), mRNA.",,
ILMN_1801776,PSG9,"Homo sapiens pregnancy specific beta-1-glycoprotein 9 (PSG9), mRNA.",,
ILMN_1785297,RAB19,"Homo sapiens RAB19, member RAS oncogene family (RAB19), mRNA.",,
ILMN_1769014,GTPBP5,"Homo sapiens GTP binding protein 5 (putative) (GTPBP5), mRNA.",,
ILMN_2311779,TMUB2,"Homo sapiens transmembrane and ubiquitin-like domain containing 2 (TMUB2), transcript variant 1, mRNA.",,
ILMN_1669281,CLN3,"Homo sapiens ceroid-lipofuscinosis, neuronal 3 (CLN3), transcript variant 1, mRNA.",,
ILMN_1772113,U2AF1,"Homo sapiens U2 small nuclear RNA auxiliary factor 1 (U2AF1), transcript variant b, mRNA.",,
ILMN_2362368,U2AF1,"Homo sapiens U2 small nuclear RNA auxiliary factor 1 (U2AF1), transcript variant b, mRNA.",,
ILMN_1699520,SLC8A1,"Homo sapiens solute carrier family 8 (sodium/calcium exchanger), member 1 (SLC8A1), transcript variant A, mRNA.",,
ILMN_1758392,ANKS1B,"Homo sapiens ankyrin repeat and sterile alpha motif domain containing 1B (ANKS1B), transcript variant 2, mRNA.",,
ILMN_1753912,ABHD11,"Homo sapiens abhydrolase domain containing 11 (ABHD11), transcript variant 4, mRNA.",,
ILMN_2060268,KCNQ5,"Homo sapiens potassium voltage-gated channel, KQT-like subfamily, member 5 (KCNQ5), mRNA.",,
ILMN_1723113,WFDC13,"Homo sapiens WAP four-disulfide core domain 13 (WFDC13), mRNA.",,
ILMN_1783881,ZIC5,"Homo sapiens Zic family member 5 (odd-paired homolog, Drosophila) (ZIC5), mRNA.",,
ILMN_1668847,WWP2,"Homo sapiens WW domain containing E3 ubiquitin protein ligase 2 (WWP2), transcript variant 2, mRNA.",,
ILMN_1743499,POLDIP2,"Homo sapiens polymerase (DNA-directed), delta interacting protein 2 (POLDIP2), mRNA.",,
ILMN_1777340,DDX6,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 6 (DDX6), mRNA.",,
ILMN_2164478,TTTY5,"Homo sapiens testis-specific transcript, Y-linked 5 (TTTY5), non-coding RNA.",,
ILMN_1652694,FAM131B,"Homo sapiens family with sequence similarity 131, member B (FAM131B), mRNA.",,
ILMN_2058795,PGCP,"Homo sapiens plasma glutamate carboxypeptidase (PGCP), mRNA.",,
ILMN_1667361,COPZ2,"Homo sapiens coatomer protein complex, subunit zeta 2 (COPZ2), mRNA.",,
ILMN_1692177,TSC22D1,"Homo sapiens TSC22 domain family, member 1 (TSC22D1), transcript variant 2, mRNA.",,
ILMN_1785202,STAT4,"Homo sapiens signal transducer and activator of transcription 4 (STAT4), mRNA.",,
ILMN_1743643,ZXDC,"Homo sapiens ZXD family zinc finger C (ZXDC), mRNA.",,
ILMN_1771185,EME2,"Homo sapiens essential meiotic endonuclease 1 homolog 2 (S. pombe) (EME2), mRNA.",,
ILMN_1676605,ANKRD42,"Homo sapiens ankyrin repeat domain 42 (ANKRD42), mRNA.",,
ILMN_1692026,SUV420H1,"Homo sapiens suppressor of variegation 4-20 homolog 1 (Drosophila) (SUV420H1), transcript variant 2, mRNA.",,
ILMN_1758823,SMARCB1,"Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 2, mRNA.",,
ILMN_2403458,SMARCB1,"Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 (SMARCB1), transcript variant 2, mRNA.",,
ILMN_1689004,TNFRSF12A,"Homo sapiens tumor necrosis factor receptor superfamily, member 12A (TNFRSF12A), mRNA.",,
ILMN_2157843,ZNF829,"Homo sapiens zinc finger protein 829 (ZNF829), mRNA.",,
ILMN_1712605,ZNF829,"Homo sapiens zinc finger protein 829 (ZNF829), mRNA.",,
ILMN_2170625,LOC389286,"Homo sapiens similar to FKSG62 (LOC389286), mRNA.",,
ILMN_2233279,C19ORF31,"Homo sapiens chromosome 19 open reading frame 31 (C19orf31), mRNA.",,
ILMN_1764754,RAMP1,"Homo sapiens receptor (G protein-coupled) activity modifying protein 1 (RAMP1), mRNA.",,
ILMN_1721415,CDYL,"Homo sapiens chromodomain protein, Y-like (CDYL), transcript variant 1, mRNA.",,
ILMN_1688413,SNW1,"Homo sapiens SNW domain containing 1 (SNW1), mRNA.",,
ILMN_1685763,WDR45L,"Homo sapiens WDR45-like (WDR45L), mRNA.",,
ILMN_2067709,TFB2M,"Homo sapiens transcription factor B2, mitochondrial (TFB2M), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1753101,VTCN1,"Homo sapiens V-set domain containing T cell activation inhibitor 1 (VTCN1), mRNA.",,
ILMN_1803528,LRRC31,"Homo sapiens leucine rich repeat containing 31 (LRRC31), mRNA.",,
ILMN_1677384,PTGER3,"Homo sapiens prostaglandin E receptor 3 (subtype EP3) (PTGER3), transcript variant 9, mRNA.",,
ILMN_1681154,ZBTB39,"Homo sapiens zinc finger and BTB domain containing 39 (ZBTB39), mRNA.",,
ILMN_2124064,REL,"Homo sapiens v-rel reticuloendotheliosis viral oncogene homolog (avian) (REL), mRNA.",,
ILMN_1662306,RABL3,"Homo sapiens RAB, member of RAS oncogene family-like 3 (RABL3), mRNA.",,
ILMN_2221768,PRAMEF4,"Homo sapiens PRAME family member 4 (PRAMEF4), mRNA.",,
ILMN_1688861,PCDH11Y,"Homo sapiens protocadherin 11 Y-linked (PCDH11Y), transcript variant a, mRNA.",,
ILMN_1753729,KNG1,"Homo sapiens kininogen 1 (KNG1), transcript variant 2, mRNA.",,
ILMN_1714586,VGLL3,"Homo sapiens vestigial like 3 (Drosophila) (VGLL3), mRNA.",,
ILMN_1787576,CLCNKA,"Homo sapiens chloride channel Ka (CLCNKA), transcript variant 1, mRNA.",,
ILMN_1696087,PHB2,"Homo sapiens prohibitin 2 (PHB2), mRNA.",,
ILMN_1811387,TFF3,"Homo sapiens trefoil factor 3 (intestinal) (TFF3), mRNA.",,
ILMN_1665696,EFNA4,"Homo sapiens ephrin-A4 (EFNA4), transcript variant 1, mRNA.",,
ILMN_1683909,TRPC7,"Homo sapiens transient receptor potential cation channel, subfamily C, member 7 (TRPC7), mRNA.",,
ILMN_1729874,OR7C1,"Homo sapiens olfactory receptor, family 7, subfamily C, member 1 (OR7C1), mRNA.",,
ILMN_1772091,TAS2R49,"Homo sapiens taste receptor, type 2, member 49 (TAS2R49), mRNA.",,
ILMN_1793529,LOC389031,"PREDICTED: Homo sapiens myosin (LOC389031), mRNA.",,
ILMN_1687440,HIPK2,"Homo sapiens homeodomain interacting protein kinase 2 (HIPK2), mRNA.",,
ILMN_1689828,DMPK,"Homo sapiens dystrophia myotonica-protein kinase (DMPK), transcript variant 4, mRNA.",,
ILMN_1756352,MAPBPIP,"Homo sapiens mitogen-activated protein-binding protein-interacting protein (MAPBPIP), mRNA.",,
ILMN_1662019,SNRPN,"Homo sapiens small nuclear ribonucleoprotein polypeptide N (SNRPN), transcript variant 4, mRNA.",,
ILMN_1755502,USP2,"Homo sapiens ubiquitin specific peptidase 2 (USP2), transcript variant 2, mRNA.",,
ILMN_2162819,UGT2B11,"Homo sapiens UDP glucuronosyltransferase 2 family, polypeptide B11 (UGT2B11), mRNA.",,
ILMN_2279144,PHF16,"Homo sapiens PHD finger protein 16 (PHF16), transcript variant 1, mRNA.",,
ILMN_2128623,LOC285359,Homo sapiens phosducin-like 3 pseudogene (LOC285359) on chromosome 3.,,
ILMN_1676649,AQP4,"Homo sapiens aquaporin 4 (AQP4), transcript variant a, mRNA.",,
ILMN_1747683,AQP4,"Homo sapiens aquaporin 4 (AQP4), transcript variant a, mRNA.",,
ILMN_1719241,OR8B3,"Homo sapiens olfactory receptor, family 8, subfamily B, member 3 (OR8B3), mRNA.",,
ILMN_2161820,GLYATL2,"Homo sapiens glycine-N-acyltransferase-like 2 (GLYATL2), mRNA.",,
ILMN_1740586,PLA2G2A,"Homo sapiens phospholipase A2, group IIA (platelets, synovial fluid) (PLA2G2A), mRNA.",,
ILMN_1813423,NAT15,"Homo sapiens N-acetyltransferase 15 (GCN5-related, putative) (NAT15), transcript variant 1, mRNA.",,
ILMN_1734964,P2RX5,"Homo sapiens purinergic receptor P2X, ligand-gated ion channel, 5 (P2RX5), transcript variant 3, mRNA.",,
ILMN_1742197,PIP5K3,"Homo sapiens phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III (PIP5K3), transcript variant 3, mRNA.",,
ILMN_1780952,OR5AP2,"Homo sapiens olfactory receptor, family 5, subfamily AP, member 2 (OR5AP2), mRNA.",,
ILMN_2113049,QPCT,"Homo sapiens glutaminyl-peptide cyclotransferase (QPCT), mRNA.",,
ILMN_2164242,UBE2F,"Homo sapiens ubiquitin-conjugating enzyme E2F (putative) (UBE2F), mRNA.",,
ILMN_2045800,C11ORF65,"Homo sapiens chromosome 11 open reading frame 65 (C11orf65), mRNA.",,
ILMN_1762170,LOC441956,"PREDICTED: Homo sapiens similar to cDNA sequence BC021523 (LOC441956), mRNA.",,
ILMN_1686283,CECR1,"Homo sapiens cat eye syndrome chromosome region, candidate 1 (CECR1), transcript variant 1, mRNA.",,
ILMN_1809612,C7ORF45,"Homo sapiens chromosome 7 open reading frame 45 (C7orf45), mRNA.",,
ILMN_1784040,NAPSA,"Homo sapiens napsin A aspartic peptidase (NAPSA), mRNA.",,
ILMN_1813091,ARL1,"Homo sapiens ADP-ribosylation factor-like 1 (ARL1), mRNA.",,
ILMN_1711312,GPM6A,"Homo sapiens glycoprotein M6A (GPM6A), transcript variant 2, mRNA.",,
ILMN_1732612,SHB,"Homo sapiens Src homology 2 domain containing adaptor protein B (SHB), mRNA.",,
ILMN_2392274,CD82,"Homo sapiens CD82 molecule (CD82), transcript variant 2, mRNA.",,
ILMN_2133360,LOC91561,"Homo sapiens hCG1992539 (LOC91561), mRNA.",,
ILMN_1704353,IGSF3,"Homo sapiens immunoglobulin superfamily, member 3 (IGSF3), transcript variant 1, mRNA.",,
ILMN_1804327,NAP1L4,"Homo sapiens nucleosome assembly protein 1-like 4 (NAP1L4), mRNA.",,
ILMN_1758128,CYGB,"Homo sapiens cytoglobin (CYGB), mRNA.",,
ILMN_2244631,STEAP1,"Homo sapiens six transmembrane epithelial antigen of the prostate 1 (STEAP1), mRNA.",,
ILMN_2262930,MAPK8IP2,"Homo sapiens mitogen-activated protein kinase 8 interacting protein 2 (MAPK8IP2), transcript variant 1, mRNA.",,
ILMN_2351262,MAPK8IP2,"Homo sapiens mitogen-activated protein kinase 8 interacting protein 2 (MAPK8IP2), transcript variant 1, mRNA.",,
ILMN_1785324,MTHFD1,"Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase (MTHFD1), mRNA.",,
ILMN_2175131,TMEM14C,"Homo sapiens transmembrane protein 14C (TMEM14C), mRNA.",,
ILMN_1776850,ITGB1BP3,"Homo sapiens integrin beta 1 binding protein 3 (ITGB1BP3), mRNA.",,
ILMN_1656812,ITGB1BP3,"Homo sapiens integrin beta 1 binding protein 3 (ITGB1BP3), mRNA.",,
ILMN_1812616,MYO1C,"Homo sapiens myosin IC (MYO1C), transcript variant 3, mRNA.",,
ILMN_1747655,CCDC74B,"Homo sapiens coiled-coil domain containing 74B (CCDC74B), mRNA.",,
ILMN_1688642,LAMC3,"Homo sapiens laminin, gamma 3 (LAMC3), mRNA.",,
ILMN_1744220,KLF17,"Homo sapiens Kruppel-like factor 17 (KLF17), mRNA.",,
ILMN_2396813,C19ORF62,"Homo sapiens chromosome 19 open reading frame 62 (C19orf62), transcript variant 2, mRNA.",,
ILMN_1806937,C19ORF62,"Homo sapiens chromosome 19 open reading frame 62 (C19orf62), transcript variant 2, mRNA.",,
ILMN_2394902,ACCN4,"Homo sapiens amiloride-sensitive cation channel 4, pituitary (ACCN4), transcript variant 1, mRNA.",,
ILMN_2394897,ACCN4,"Homo sapiens amiloride-sensitive cation channel 4, pituitary (ACCN4), transcript variant 1, mRNA.",,
ILMN_2287535,ACCN4,"Homo sapiens amiloride-sensitive cation channel 4, pituitary (ACCN4), transcript variant 1, mRNA.",,
ILMN_2399523,JAG2,"Homo sapiens jagged 2 (JAG2), transcript variant 2, mRNA.",,
ILMN_2296037,PTPN2,"Homo sapiens protein tyrosine phosphatase, non-receptor type 2 (PTPN2), transcript variant 1, mRNA.",,
ILMN_1683204,GMEB2,"Homo sapiens glucocorticoid modulatory element binding protein 2 (GMEB2), mRNA.",,
ILMN_2362346,TRPV4,"Homo sapiens transient receptor potential cation channel, subfamily V, member 4 (TRPV4), transcript variant 2, mRNA.",,
ILMN_1751963,ZCWPW1,"Homo sapiens zinc finger, CW type with PWWP domain 1 (ZCWPW1), mRNA.",,
ILMN_1756525,KLHL20,"Homo sapiens kelch-like 20 (Drosophila) (KLHL20), mRNA.",,
ILMN_2195892,SPATA4,"Homo sapiens spermatogenesis associated 4 (SPATA4), mRNA.",,
ILMN_1774071,CD177,"Homo sapiens CD177 molecule (CD177), mRNA.",,
ILMN_1809364,NTF3,"Homo sapiens neurotrophin 3 (NTF3), mRNA.",,
ILMN_1782247,KAT2A,"Homo sapiens K(lysine) acetyltransferase 2A (KAT2A), mRNA.",,
ILMN_1709247,PPP2R1B,"Homo sapiens protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform (PPP2R1B), transcript variant 1, mRNA.",,
ILMN_1790460,ZNF574,"Homo sapiens zinc finger protein 574 (ZNF574), mRNA.",,
ILMN_1703832,DGAT2L4,"Homo sapiens diacylglycerol O-acyltransferase 2-like 4 (DGAT2L4), mRNA.",,
ILMN_2228196,C6ORF170,"Homo sapiens chromosome 6 open reading frame 170 (C6orf170), mRNA.",,
ILMN_2364971,PPP2R5C,"Homo sapiens protein phosphatase 2, regulatory subunit B', gamma isoform (PPP2R5C), transcript variant 4, mRNA.",,
ILMN_1723846,FAM119B,"Homo sapiens family with sequence similarity 119, member B (FAM119B), transcript variant 1, mRNA.",,
ILMN_1692865,VPS37D,"Homo sapiens vacuolar protein sorting 37 homolog D (S. cerevisiae) (VPS37D), mRNA.",,
ILMN_1718832,SPHAR,"Homo sapiens S-phase response (cyclin-related) (SPHAR), mRNA.",,
ILMN_2068202,MEF2B,"Homo sapiens myocyte enhancer factor 2B (MEF2B), mRNA.",,
ILMN_2211583,KIAA1279,"Homo sapiens KIAA1279 (KIAA1279), mRNA.",,
ILMN_1726575,CHODL,"Homo sapiens chondrolectin (CHODL), mRNA.",,
ILMN_2044471,NCR3,"Homo sapiens natural cytotoxicity triggering receptor 3 (NCR3), mRNA.",,
ILMN_1728799,FBP1,"Homo sapiens fructose-1,6-bisphosphatase 1 (FBP1), mRNA.",,
ILMN_1687171,CLTA,"Homo sapiens clathrin, light chain (Lca) (CLTA), transcript variant 2, mRNA.",,
ILMN_1695420,CLTA,"Homo sapiens clathrin, light chain (Lca) (CLTA), transcript variant 2, mRNA.",,
ILMN_2067980,NKAP,"Homo sapiens NF-kappaB activating protein (NKAP), mRNA.",,
ILMN_1693004,C20ORF117,"Homo sapiens chromosome 20 open reading frame 117 (C20orf117), transcript variant 2, mRNA.",,
ILMN_1687073,C20ORF117,"Homo sapiens chromosome 20 open reading frame 117 (C20orf117), transcript variant 2, mRNA.",,
ILMN_1730363,STAU1,"Homo sapiens staufen, RNA binding protein, homolog 1 (Drosophila) (STAU1), transcript variant T3, mRNA.",,
ILMN_1689518,PECAM1,"Homo sapiens platelet/endothelial cell adhesion molecule (PECAM1), mRNA.",,
ILMN_1671565,RNASET2,"Homo sapiens ribonuclease T2 (RNASET2), mRNA.",,
ILMN_1729212,GRM8,"Homo sapiens glutamate receptor, metabotropic 8 (GRM8), mRNA.",,
ILMN_1751069,C9ORF11,"Homo sapiens chromosome 9 open reading frame 11 (C9orf11), mRNA.",,
ILMN_1772369,PDHA1,"Homo sapiens pyruvate dehydrogenase (lipoamide) alpha 1 (PDHA1), mRNA.",,
ILMN_1778756,SULT1A1,"Homo sapiens sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 (SULT1A1), transcript variant 5, mRNA.",,
ILMN_1657302,SULT1A1,"Homo sapiens sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1 (SULT1A1), transcript variant 5, mRNA.",,
ILMN_2388155,CASP3,"Homo sapiens caspase 3, apoptosis-related cysteine peptidase (CASP3), transcript variant beta, mRNA.",,
ILMN_1766270,OR51M1,"Homo sapiens olfactory receptor, family 51, subfamily M, member 1 (OR51M1), mRNA.",,
ILMN_2215355,LOC400499,"Homo sapiens hypothetical gene supported by AK126539 (LOC400499), mRNA.",,
ILMN_1804150,HIBADH,"Homo sapiens 3-hydroxyisobutyrate dehydrogenase (HIBADH), mRNA.",,
ILMN_1772712,UBE2J2,"Homo sapiens ubiquitin-conjugating enzyme E2, J2 (UBC6 homolog, yeast) (UBE2J2), transcript variant 4, mRNA.",,
ILMN_2151281,GABARAPL1,"Homo sapiens GABA(A) receptor-associated protein like 1 (GABARAPL1), mRNA.",,
ILMN_1698666,CST6,"Homo sapiens cystatin E/M (CST6), mRNA.",,
ILMN_1705743,FLJ10357,"Homo sapiens hypothetical protein FLJ10357 (FLJ10357), mRNA.",,
ILMN_1727001,DDX46,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 (DDX46), mRNA.",,
ILMN_1657750,CNNM1,"Homo sapiens cyclin M1 (CNNM1), mRNA.",,
ILMN_1674243,TFRC,"Homo sapiens transferrin receptor (p90, CD71) (TFRC), mRNA.",,
ILMN_1686380,SYPL1,"Homo sapiens synaptophysin-like 1 (SYPL1), transcript variant 1, mRNA.",,
ILMN_1696031,C15ORF21,"Homo sapiens chromosome 15 open reading frame 21 (C15orf21), transcript variant 2, mRNA.",,
