covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
risk_score,0.9083153067119869,2.480140735400124,0.6007919818503816,-0.26921533991520286,2.0858459533391764,0.7639787228202033,8.051399710039677,0.0,1.5118632307882387,0.1305686596726407,2.9371194457889116
age_at_index,0.009620588678596036,1.009667015306248,0.0195128930739267,-0.028623978980481368,0.04786515633767344,0.971781806159724,1.0490291908489096,0.0,0.4930375338063606,0.621986066869887,0.6850458320280454
