sample_id,phenotype,disease,tissue,subtype,matched_column,matched_keyword,confidence
GSM798593,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798594,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798595,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798596,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798597,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798598,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798599,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798600,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798601,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798602,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798603,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798604,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798605,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798606,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798607,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798608,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798609,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798610,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798611,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798612,Tumor,Cholangiocarcinoma,Liver,Inflammation,source_name_ch1,cholangiocarcinoma,0.95
GSM798613,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798614,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798615,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798616,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798617,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798618,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798619,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798620,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798621,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798622,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798623,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798624,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798625,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798626,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798627,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798628,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798629,Tumor,Cholangiocarcinoma,Liver,Proliferation,source_name_ch1,cholangiocarcinoma,0.95
GSM798630,Normal,Healthy,Bile Duct,NA,source_name_ch1,normal,0.95
GSM798631,Normal,Healthy,Bile Duct,NA,source_name_ch1,normal,0.95
GSM798632,Normal,Healthy,Bile Duct,NA,source_name_ch1,normal,0.95
GSM798633,Normal,Healthy,Bile Duct,NA,source_name_ch1,normal,0.95
GSM798634,Normal,Healthy,Bile Duct,NA,source_name_ch1,normal,0.95
GSM798635,Normal,Healthy,Bile Duct,NA,source_name_ch1,normal,0.95
