gene_id,gene_name,log2FC,pvalue,padj
ENSG00000287718.1,AC009166.3,-4.548829528320559,6.427265049929918e-08,3.160975755924711e-05
ENSG00000231487.1,AP006285.1,-4.418858350522527,6.427265049929918e-08,3.160975755924711e-05
ENSG00000248359.2,AC010280.1,-4.690654038795644,1.1498344944592125e-07,3.160975755924711e-05
ENSG00000253199.2,LINC02153,-4.486300734195818,1.1498344944592125e-07,3.160975755924711e-05
ENSG00000230645.2,LINC01818,-4.754456767797897,1.9018525616997795e-07,3.160975755924711e-05
ENSG00000236267.1,AP006216.2,-4.257365342961623,4.3151921891877437e-07,3.160975755924711e-05
ENSG00000203900.2,AL121827.1,-3.976509930180903,4.3151921891877437e-07,3.160975755924711e-05
ENSG00000271681.1,AC136601.2,-4.592884344464713,4.3151921891877437e-07,3.160975755924711e-05
ENSG00000276960.1,AL109933.4,-3.349213143794888,5.810842368414076e-07,3.160975755924711e-05
ENSG00000287316.1,AC007391.3,-4.197524185046592,6.027713708902513e-07,3.160975755924711e-05
ENSG00000256863.1,AP001880.2,-4.211379737955391,6.027713708902513e-07,3.160975755924711e-05
ENSG00000251424.1,AC021146.9,-4.640912182283995,6.027713708902513e-07,3.160975755924711e-05
ENSG00000286789.1,AL161645.2,-3.869629250033126,7.12528311422802e-07,3.160975755924711e-05
ENSG00000199488.1,RNU1-70P,-3.5552493435810146,8.08118164251576e-07,3.160975755924711e-05
ENSG00000287928.1,AC007535.1,-4.011326772951452,8.08118164251576e-07,3.160975755924711e-05
ENSG00000286840.1,AL451127.2,-3.9616220403832982,9.103158439307538e-07,3.160975755924711e-05
ENSG00000248676.1,AC083902.1,-3.8917248263382516,9.832046674476578e-07,3.160975755924711e-05
ENSG00000197254.4,AP000445.1,-3.3880484463503193,1.0454407446357594e-06,3.160975755924711e-05
ENSG00000248319.2,LINC02275,-3.2111294943509536,1.0454407446357594e-06,3.160975755924711e-05
ENSG00000111713.3,GYS2,-4.374485058611951,1.0454407446357594e-06,3.160975755924711e-05
ENSG00000267444.1,SMUG1P1,-4.296750165105533,1.0454407446357594e-06,3.160975755924711e-05
ENSG00000233415.1,AL133419.1,-3.698859155343899,1.1659696477627077e-06,3.160975755924711e-05
ENSG00000167014.11,TERB2,-3.7324912279660207,1.1659696477627077e-06,3.160975755924711e-05
ENSG00000179577.3,AP003471.1,-3.378600607717218,1.223550561866771e-06,3.160975755924711e-05
ENSG00000256847.1,CCND2P1,-4.103414030692771,1.310873937401999e-06,3.160975755924711e-05
ENSG00000227306.1,LINC02708,-3.7860643067964372,1.3449372644641752e-06,3.160975755924711e-05
ENSG00000257817.2,AC026765.3,-3.678994163991158,1.4306676831612076e-06,3.160975755924711e-05
ENSG00000271239.1,AC007423.1,-4.041234271989285,1.5299590792884728e-06,3.160975755924711e-05
ENSG00000225765.2,LINC01831,-4.319063703225926,1.5991160607491165e-06,3.160975755924711e-05
ENSG00000215124.2,AMD1P4,-4.088908735724803,1.9038248904658486e-06,3.160975755924711e-05
ENSG00000261978.1,AC116025.1,-3.5336049420610696,2.0783737649245856e-06,3.160975755924711e-05
ENSG00000286398.1,AL360013.3,-3.8576863598640196,2.165772897468476e-06,3.160975755924711e-05
ENSG00000236341.1,AL161740.1,-3.552110542929883,2.218050809492182e-06,3.160975755924711e-05
ENSG00000241224.8,C3orf85,-3.7341699693113326,2.218050809492182e-06,3.160975755924711e-05
ENSG00000261058.1,AC099508.2,-4.205846844614819,2.218050809492182e-06,3.160975755924711e-05
ENSG00000235510.1,BX842568.3,-3.8977958462171136,2.218050809492182e-06,3.160975755924711e-05
ENSG00000256020.1,AC006205.2,-3.7393881960853905,2.51705394480796e-06,3.160975755924711e-05
ENSG00000240935.6,PLGLA,-3.8489330932291206,2.5346650207609674e-06,3.160975755924711e-05
ENSG00000229740.3,U91324.1,-3.727226054393766,2.5346650207609674e-06,3.160975755924711e-05
ENSG00000205865.4,FAM99B,-3.713918336362805,2.5721441147468066e-06,3.160975755924711e-05
ENSG00000286510.1,AC018695.8,-4.302098243691169,2.5721441147468066e-06,3.160975755924711e-05
ENSG00000248709.3,AC008549.1,-3.5905422651332706,2.846750201472387e-06,3.160975755924711e-05
ENSG00000225418.1,AKR1C5P,-3.625292121937819,2.846750201472387e-06,3.160975755924711e-05
ENSG00000263761.3,GDF2,-2.8428751155975367,2.846750201472387e-06,3.160975755924711e-05
ENSG00000205866.4,FAM99A,-2.9966027337069705,2.846750201472387e-06,3.160975755924711e-05
ENSG00000223991.1,AC104809.1,-4.42906558645561,2.846750201472387e-06,3.160975755924711e-05
ENSG00000282097.1,AL160408.6,-3.6099142573078744,2.9345119761318304e-06,3.160975755924711e-05
ENSG00000286081.1,AC016682.1,-4.084052229948974,3.1479311968080606e-06,3.160975755924711e-05
ENSG00000165478.7,HEPACAM,-4.4688210374296204,3.1479311968080606e-06,3.160975755924711e-05
ENSG00000174992.8,ZG16,-3.5575393179454773,3.1479311968080606e-06,3.160975755924711e-05
ENSG00000250436.1,LINC02499,-3.1175263153330417,3.1479311968080606e-06,3.160975755924711e-05
ENSG00000228445.1,UGT1A2P,-3.3907280990949538,3.1479311968080606e-06,3.160975755924711e-05
ENSG00000238097.2,LINC02037,-3.3529179104341105,3.29115505083448e-06,3.160975755924711e-05
ENSG00000279372.1,AC137723.1,-3.996578564387779,3.29115505083448e-06,3.160975755924711e-05
ENSG00000237767.2,LINC01370,-3.2736209021853053,3.3944963778529403e-06,3.160975755924711e-05
ENSG00000243694.3,LINC02027,-3.2812769445697745,3.4326329857826513e-06,3.160975755924711e-05
ENSG00000266964.6,FXYD1,-3.933999302108965,3.4326329857826513e-06,3.160975755924711e-05
ENSG00000238099.3,LINC01625,-3.8743876665124644,3.4326329857826513e-06,3.160975755924711e-05
ENSG00000287956.1,AC010872.2,-3.3717975893726573,3.4326329857826513e-06,3.160975755924711e-05
ENSG00000168746.8,LINC01620,-3.2329457444536613,3.634884214982382e-06,3.160975755924711e-05
ENSG00000269353.1,AC092071.1,-3.687025177007665,3.852826523167328e-06,3.160975755924711e-05
ENSG00000163825.4,RTP3,-2.91660579981591,3.923187912367514e-06,3.160975755924711e-05
ENSG00000229484.1,LINC02766,-3.242851068073259,3.935308930390168e-06,3.160975755924711e-05
ENSG00000174990.8,CA5A,-3.140073784232588,3.935308930390168e-06,3.160975755924711e-05
ENSG00000244474.6,UGT1A4,-2.957107023815419,3.935308930390168e-06,3.160975755924711e-05
ENSG00000224916.9,APOC4-APOC2,-3.589568534317241,3.935308930390168e-06,3.160975755924711e-05
ENSG00000286714.1,AC093001.2,-3.290327418807862,3.935308930390168e-06,3.160975755924711e-05
ENSG00000279428.1,AC087164.2,-4.0005438088683265,3.935308930390168e-06,3.160975755924711e-05
ENSG00000145826.9,LECT2,-2.691411687727178,3.935308930390168e-06,3.160975755924711e-05
ENSG00000232650.6,LINC01780,-3.5517924123201134,3.935308930390168e-06,3.160975755924711e-05
ENSG00000248884.1,AC010280.2,-3.975408414153661,4.147391786904284e-06,3.160975755924711e-05
ENSG00000101981.12,F9,-2.430719708412797,4.147391786904284e-06,3.160975755924711e-05
ENSG00000249173.6,LINC01093,-3.4041841780381965,4.147391786904284e-06,3.160975755924711e-05
ENSG00000134365.13,CFHR4,-2.8691946764220613,4.2596734001206236e-06,3.160975755924711e-05
ENSG00000180875.5,GREM2,-2.8637660613874942,4.331229468249156e-06,3.160975755924711e-05
ENSG00000134389.10,CFHR5,-2.544028844111732,4.331229468249156e-06,3.160975755924711e-05
ENSG00000164089.9,ETNPPL,-2.7214529210540004,4.331229468249156e-06,3.160975755924711e-05
ENSG00000248740.6,LINC02428,-2.8593789826610703,4.331229468249156e-06,3.160975755924711e-05
ENSG00000243384.1,AC119424.1,-3.614811709755733,4.387636101666396e-06,3.160975755924711e-05
ENSG00000279218.1,AC006037.2,-3.1239209685959564,4.399221892773172e-06,3.160975755924711e-05
ENSG00000160339.16,FCN2,-3.049005791543204,4.486577374892108e-06,3.160975755924711e-05
ENSG00000131183.11,SLC34A1,-2.7607187113689133,4.486577374892108e-06,3.160975755924711e-05
ENSG00000198077.10,CYP2A7,-3.5449448403390216,4.486577374892108e-06,3.160975755924711e-05
ENSG00000172497.9,ACOT12,-2.7081537221995866,4.486577374892108e-06,3.160975755924711e-05
ENSG00000101204.18,CHRNA4,-3.2554014589950846,4.486577374892108e-06,3.160975755924711e-05
ENSG00000197838.5,CYP2A13,-3.9883553701742005,4.550951307945221e-06,3.160975755924711e-05
ENSG00000278967.1,AL138847.2,-2.7471101023479734,4.614125481986509e-06,3.160975755924711e-05
ENSG00000238102.2,AL080248.1,-2.193229110385225,4.614125481986509e-06,3.160975755924711e-05
ENSG00000275944.1,AC244100.3,-2.8025821733640326,4.614125481986509e-06,3.160975755924711e-05
ENSG00000229005.2,HNF4A-AS1,-3.61356079353006,4.614125481986509e-06,3.160975755924711e-05
ENSG00000249738.10,AC008691.1,4.9050677826824485,4.614125481986509e-06,3.160975755924711e-05
ENSG00000166391.15,MOGAT2,-2.784869597019067,4.614125481986509e-06,3.160975755924711e-05
ENSG00000165682.14,CLEC1B,-3.499845142833148,4.614125481986509e-06,3.160975755924711e-05
ENSG00000096088.16,PGC,6.244564731703872,4.614125481986509e-06,3.160975755924711e-05
ENSG00000080910.13,CFHR2,-2.290854572000583,4.715374755829968e-06,3.160975755924711e-05
ENSG00000264269.1,AC016866.1,4.649188075298261,4.715374755829968e-06,3.160975755924711e-05
ENSG00000134538.3,SLCO1B1,-1.9436647656263963,4.715374755829968e-06,3.160975755924711e-05
ENSG00000269959.1,SPACA6P-AS,4.804275483710603,4.715374755829968e-06,3.160975755924711e-05
ENSG00000227712.2,AL359915.1,-3.292936562465828,4.715374755829968e-06,3.160975755924711e-05
ENSG00000249956.4,UGT2B24P,-4.412133748262419,4.754872031769197e-06,3.160975755924711e-05
ENSG00000283342.1,NBPF13P,-3.053373233632642,4.792502276912456e-06,3.160975755924711e-05
ENSG00000102385.12,DRP2,5.1643983687955535,4.792502276912456e-06,3.160975755924711e-05
ENSG00000149124.11,GLYAT,-2.629197042005614,4.792502276912456e-06,3.160975755924711e-05
ENSG00000173728.11,C1orf100,4.365543091039306,4.792502276912456e-06,3.160975755924711e-05
ENSG00000274444.1,AC078909.2,4.976532524537309,4.792502276912456e-06,3.160975755924711e-05
ENSG00000232237.3,ASCL5,4.391518043301446,4.792502276912456e-06,3.160975755924711e-05
ENSG00000264569.1,DCXR-DT,-3.5211574152648235,4.792502276912456e-06,3.160975755924711e-05
ENSG00000213512.3,GBP7,-2.7797220335919994,4.792502276912456e-06,3.160975755924711e-05
ENSG00000122787.15,AKR1D1,-2.6292012337580606,4.792502276912456e-06,3.160975755924711e-05
ENSG00000179284.5,DAND5,5.196185144990554,4.792502276912456e-06,3.160975755924711e-05
ENSG00000283991.1,AC017000.1,-3.594637831181468,4.8338024202860075e-06,3.160975755924711e-05
ENSG00000287709.1,AC008780.1,-2.588866615627824,4.848224591031905e-06,3.160975755924711e-05
ENSG00000259732.1,AC092757.2,4.1017444020420815,4.848224591031905e-06,3.160975755924711e-05
ENSG00000273001.1,AL731533.2,3.913801916785845,4.848224591031905e-06,3.160975755924711e-05
ENSG00000011332.19,DPF1,3.8887140679311707,4.848224591031905e-06,3.160975755924711e-05
ENSG00000286024.1,AC026803.3,-2.7540406112552867,4.848224591031905e-06,3.160975755924711e-05
ENSG00000287853.1,AL031668.2,5.68355926462004,4.848224591031905e-06,3.160975755924711e-05
ENSG00000130377.13,ACSBG2,3.221886991211445,4.848224591031905e-06,3.160975755924711e-05
ENSG00000138308.6,PLA2G12B,-2.2859478900489445,4.848224591031905e-06,3.160975755924711e-05
ENSG00000278965.1,AC122713.2,-3.945761596433387,4.848224591031905e-06,3.160975755924711e-05
ENSG00000101323.5,HAO1,-2.3699802814741484,4.885667190597057e-06,3.160975755924711e-05
ENSG00000244073.1,RPS4XP6,2.7354665019062017,4.885667190597057e-06,3.160975755924711e-05
ENSG00000227533.6,SLC2A1-AS1,4.350323117946718,4.885667190597057e-06,3.160975755924711e-05
ENSG00000287306.1,AC016821.1,4.675796528016422,4.885667190597057e-06,3.160975755924711e-05
ENSG00000120054.12,CPN1,-1.5521549411684976,4.885667190597057e-06,3.160975755924711e-05
ENSG00000176383.9,B3GNT4,4.598170194482602,4.885667190597057e-06,3.160975755924711e-05
ENSG00000010379.16,SLC6A13,-3.1502113805236545,4.885667190597057e-06,3.160975755924711e-05
ENSG00000105398.4,SULT2A1,-2.1168158215836974,4.885667190597057e-06,3.160975755924711e-05
ENSG00000079557.5,AFM,-2.1747261439066468,4.885667190597057e-06,3.160975755924711e-05
ENSG00000236305.1,SLC12A9-AS1,3.6513307934015886,4.885667190597057e-06,3.160975755924711e-05
ENSG00000230333.6,AC004160.1,-3.1774547192043614,4.885667190597057e-06,3.160975755924711e-05
ENSG00000236136.1,ADORA2BP1,-2.671588128486924,4.885667190597057e-06,3.160975755924711e-05
ENSG00000261012.2,AC115619.1,-1.707073178046967,4.885667190597057e-06,3.160975755924711e-05
ENSG00000108813.11,DLX4,5.024294435592028,4.885667190597057e-06,3.160975755924711e-05
ENSG00000276445.1,AC005393.1,3.8092953166971073,4.885667190597057e-06,3.160975755924711e-05
ENSG00000109181.12,UGT2B10,-2.4291513024949376,4.885667190597057e-06,3.160975755924711e-05
ENSG00000186910.4,SERPINA11,-2.1873958371179367,4.885667190597057e-06,3.160975755924711e-05
ENSG00000086717.18,PPEF1,4.197992975878772,4.885667190597057e-06,3.160975755924711e-05
ENSG00000145692.15,BHMT,-2.1835333748549925,4.885667190597057e-06,3.160975755924711e-05
ENSG00000258604.1,AL161668.4,-3.217137385755671,4.885667190597057e-06,3.160975755924711e-05
ENSG00000205143.3,ARID3C,-3.120814451654316,4.885667190597057e-06,3.160975755924711e-05
ENSG00000243818.5,AC021074.3,-3.475132806744633,4.904861329620031e-06,3.160975755924711e-05
ENSG00000172425.12,TTC36,-3.2293776647263743,4.9082463560274e-06,3.160975755924711e-05
ENSG00000126231.15,PROZ,-2.497391095165102,4.9082463560274e-06,3.160975755924711e-05
ENSG00000162460.7,TMEM82,-2.3542759757457863,4.9082463560274e-06,3.160975755924711e-05
ENSG00000214391.3,TUBAP2,2.875018985486792,4.9082463560274e-06,3.160975755924711e-05
ENSG00000213977.8,TAX1BP3,2.832852577551013,4.9082463560274e-06,3.160975755924711e-05
ENSG00000233175.2,AC008105.1,3.729964675259495,4.9082463560274e-06,3.160975755924711e-05
ENSG00000175336.10,APOF,-2.7734252860230337,4.9082463560274e-06,3.160975755924711e-05
ENSG00000266313.2,AC026254.2,2.7193553228516474,4.9082463560274e-06,3.160975755924711e-05
ENSG00000250799.11,PRODH2,-1.918413030014695,4.9082463560274e-06,3.160975755924711e-05
ENSG00000176884.16,GRIN1,4.391003186010627,4.9082463560274e-06,3.160975755924711e-05
ENSG00000244414.7,CFHR1,-1.9831049749953447,4.9082463560274e-06,3.160975755924711e-05
ENSG00000248099.4,INSL3,3.3554889858056267,4.9082463560274e-06,3.160975755924711e-05
ENSG00000116882.15,HAO2,-2.7653956415808847,4.9082463560274e-06,3.160975755924711e-05
ENSG00000110887.8,DAO,-2.493586005388048,4.9082463560274e-06,3.160975755924711e-05
ENSG00000159650.9,UROC1,-2.896406867436127,4.9082463560274e-06,3.160975755924711e-05
ENSG00000276966.2,H4C5,4.548382592732839,4.9082463560274e-06,3.160975755924711e-05
ENSG00000261701.7,HPR,-2.2879345282263013,4.9082463560274e-06,3.160975755924711e-05
ENSG00000112337.10,SLC17A2,-1.94234068049966,4.9082463560274e-06,3.160975755924711e-05
ENSG00000261924.1,AC127496.1,3.107190690099798,4.9082463560274e-06,3.160975755924711e-05
ENSG00000264548.1,AC132872.2,3.5373940993449735,4.9082463560274e-06,3.160975755924711e-05
ENSG00000281162.2,LINC01127,-2.949024316983535,4.9082463560274e-06,3.160975755924711e-05
ENSG00000168913.7,ENHO,-2.123099340558553,4.919567987097153e-06,3.160975755924711e-05
ENSG00000277840.1,AC026368.1,4.5162824133873976,4.919567987097153e-06,3.160975755924711e-05
ENSG00000238260.1,AL513320.1,2.7768387601976463,4.919567987097153e-06,3.160975755924711e-05
ENSG00000240889.1,NDUFB2-AS1,2.7187714257306337,4.919567987097153e-06,3.160975755924711e-05
ENSG00000276571.1,AC002550.2,3.451426409203692,4.919567987097153e-06,3.160975755924711e-05
ENSG00000113600.11,C9,-2.1630691748842636,4.919567987097153e-06,3.160975755924711e-05
ENSG00000110436.13,SLC1A2,-2.204619725395518,4.919567987097153e-06,3.160975755924711e-05
ENSG00000162365.12,CYP4A22,-2.2227607874580912,4.919567987097153e-06,3.160975755924711e-05
ENSG00000255974.8,CYP2A6,-2.431658150691999,4.919567987097153e-06,3.160975755924711e-05
ENSG00000227885.3,AL590652.1,4.285653715447173,4.919567987097153e-06,3.160975755924711e-05
ENSG00000116035.4,VAX2,3.6674351104263105,4.919567987097153e-06,3.160975755924711e-05
ENSG00000285043.2,AC093512.2,4.0323376819789205,4.919567987097153e-06,3.160975755924711e-05
ENSG00000274460.1,AC092119.2,2.9760031538299256,4.919567987097153e-06,3.160975755924711e-05
ENSG00000251637.6,LINC02754,-2.972458116926414,4.919567987097153e-06,3.160975755924711e-05
ENSG00000127364.4,TAS2R4,2.939039740796076,4.919567987097153e-06,3.160975755924711e-05
ENSG00000137204.15,SLC22A7,-2.030947533464508,4.919567987097153e-06,3.160975755924711e-05
ENSG00000137561.5,TTPA,-1.6029236349160736,4.919567987097153e-06,3.160975755924711e-05
ENSG00000275484.1,AP003419.3,4.172345794311449,4.919567987097153e-06,3.160975755924711e-05
ENSG00000130045.16,NXNL2,4.296933865970041,4.919567987097153e-06,3.160975755924711e-05
ENSG00000285416.1,AC137630.5,3.553783977090428,4.919567987097153e-06,3.160975755924711e-05
ENSG00000198099.9,ADH4,-2.2610338644113215,4.919567987097153e-06,3.160975755924711e-05
ENSG00000085999.13,RAD54L,4.205659316513098,4.919567987097153e-06,3.160975755924711e-05
ENSG00000285077.2,ARHGAP11B,3.6840724485414995,4.919567987097153e-06,3.160975755924711e-05
ENSG00000073734.10,ABCB11,-2.2718442808412727,4.919567987097153e-06,3.160975755924711e-05
ENSG00000267114.1,AC011481.1,3.3417402787722175,4.919567987097153e-06,3.160975755924711e-05
ENSG00000234076.1,TPRG1-AS1,-2.5952093931586115,4.919567987097153e-06,3.160975755924711e-05
ENSG00000205740.2,AL359878.1,3.8677856827767303,4.919567987097153e-06,3.160975755924711e-05
ENSG00000271966.1,AC021321.1,2.751992068663737,4.919567987097153e-06,3.160975755924711e-05
ENSG00000235897.1,TM4SF19-AS1,2.702727361804034,4.919567987097153e-06,3.160975755924711e-05
ENSG00000267049.1,AC002398.1,2.9743519710834194,4.919567987097153e-06,3.160975755924711e-05
ENSG00000147647.13,DPYS,-2.1948348057866354,4.919567987097153e-06,3.160975755924711e-05
ENSG00000227252.2,AC012063.1,1.6876886589574538,4.923346619580148e-06,3.160975755924711e-05
ENSG00000286532.1,PARTICL,1.598078399786811,4.923346619580148e-06,3.160975755924711e-05
ENSG00000007392.17,LUC7L,0.6503465510695617,4.923346619580148e-06,3.160975755924711e-05
ENSG00000007384.15,RHBDF1,1.1309297123264574,4.923346619580148e-06,3.160975755924711e-05
ENSG00000007376.8,RPUSD1,0.7119985697183309,4.923346619580148e-06,3.160975755924711e-05
ENSG00000007341.19,ST7L,0.6822490088419766,4.923346619580148e-06,3.160975755924711e-05
ENSG00000005238.20,FAM214B,0.6965172726169979,4.923346619580148e-06,3.160975755924711e-05
ENSG00000006576.16,PHTF2,0.7443779038650656,4.923346619580148e-06,3.160975755924711e-05
ENSG00000006451.8,RALA,0.5430994024843325,4.923346619580148e-06,3.160975755924711e-05
ENSG00000003989.18,SLC7A2,-0.908846460560836,4.923346619580148e-06,3.160975755924711e-05
ENSG00000226648.2,PLCG1-AS1,2.0534365782605035,4.923346619580148e-06,3.160975755924711e-05
ENSG00000005302.19,MSL3,0.548096962008491,4.923346619580148e-06,3.160975755924711e-05
ENSG00000005421.9,PON1,-1.5773039381618554,4.923346619580148e-06,3.160975755924711e-05
ENSG00000288559.1,AC016394.2,2.3466343426846636,4.923346619580148e-06,3.160975755924711e-05
ENSG00000005194.15,CIAPIN1,0.5586236038920415,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215440.12,NPEPL1,1.2966925143078565,4.923346619580148e-06,3.160975755924711e-05
ENSG00000136824.19,SMC2,0.8177505424093292,4.923346619580148e-06,3.160975755924711e-05
ENSG00000126464.14,PRR12,0.797657800354007,4.923346619580148e-06,3.160975755924711e-05
ENSG00000126457.22,PRMT1,0.5639379640919316,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166816.15,LDHD,-1.080596247933708,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166803.14,PCLAF,2.484022245936629,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166788.10,SAAL1,0.8066935736577979,4.923346619580148e-06,3.160975755924711e-05
ENSG00000134590.14,RTL8C,0.6174707300183319,4.923346619580148e-06,3.160975755924711e-05
ENSG00000134532.19,SOX5,-1.7294404465634083,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166452.12,AKIP1,0.7052973741352748,4.923346619580148e-06,3.160975755924711e-05
ENSG00000166446.15,CDYL2,0.8072994241323925,4.923346619580148e-06,3.160975755924711e-05
ENSG00000007944.15,MYLIP,1.122245131386711,4.923346619580148e-06,3.160975755924711e-05
ENSG00000284024.4,AC069544.2,0.875561857610327,4.923346619580148e-06,3.160975755924711e-05
ENSG00000007545.16,CRAMP1,1.1385250613978817,4.923346619580148e-06,3.160975755924711e-05
ENSG00000227345.8,PARG,0.5912715998078462,4.923346619580148e-06,3.160975755924711e-05
ENSG00000005206.17,SPPL2B,0.5321252309243174,4.923346619580148e-06,3.160975755924711e-05
ENSG00000288596.2,C8orf44,1.4582735399082147,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215424.10,MCM3AP-AS1,1.7779165072249457,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215421.9,ZNF407,0.5487824602959486,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215644.10,GCGR,-2.6139082404472607,4.923346619580148e-06,3.160975755924711e-05
ENSG00000281398.4,SNHG4,2.9595362469164885,4.923346619580148e-06,3.160975755924711e-05
ENSG00000282386.1,AL358472.4,2.223861042771922,4.923346619580148e-06,3.160975755924711e-05
ENSG00000044090.10,CUL7,0.7433818590152695,4.923346619580148e-06,3.160975755924711e-05
ENSG00000043143.20,JADE2,1.0147557222250287,4.923346619580148e-06,3.160975755924711e-05
ENSG00000230445.4,LRRC37A6P,3.6369442154844496,4.923346619580148e-06,3.160975755924711e-05
ENSG00000152128.13,TMEM163,3.405394367782469,4.923346619580148e-06,3.160975755924711e-05
ENSG00000152127.9,MGAT5,1.236091251142429,4.923346619580148e-06,3.160975755924711e-05
ENSG00000148688.14,RPP30,0.5408537481490344,4.923346619580148e-06,3.160975755924711e-05
ENSG00000148606.13,POLR3A,0.5745246075206053,4.923346619580148e-06,3.160975755924711e-05
ENSG00000049541.11,RFC2,0.5254106381095701,4.923346619580148e-06,3.160975755924711e-05
ENSG00000048991.16,R3HDM1,0.6014559918181263,4.923346619580148e-06,3.160975755924711e-05
ENSG00000048471.14,SNX29,0.7911925035886159,4.923346619580148e-06,3.160975755924711e-05
ENSG00000048162.21,NOP16,0.5723106710640866,4.923346619580148e-06,3.160975755924711e-05
ENSG00000048140.18,TSPAN17,0.7229997361250768,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215067.10,ALOX12-AS1,1.2396474314302517,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215041.10,NEURL4,0.7274601227785668,4.923346619580148e-06,3.160975755924711e-05
ENSG00000171759.10,PAH,-0.7089439416291119,4.923346619580148e-06,3.160975755924711e-05
ENSG00000047621.12,C12orf4,0.8835036393930824,4.923346619580148e-06,3.160975755924711e-05
ENSG00000047579.20,DTNBP1,0.9158690227563935,4.923346619580148e-06,3.160975755924711e-05
ENSG00000047578.13,KATNIP,0.9986530867627162,4.923346619580148e-06,3.160975755924711e-05
ENSG00000047230.15,CTPS2,0.6814700151841252,4.923346619580148e-06,3.160975755924711e-05
ENSG00000046651.15,OFD1,0.7533505965098157,4.923346619580148e-06,3.160975755924711e-05
ENSG00000281468.1,AC006504.7,2.3640372341799893,4.923346619580148e-06,3.160975755924711e-05
ENSG00000152464.15,RPP38,0.6646265692216591,4.923346619580148e-06,3.160975755924711e-05
ENSG00000152457.18,DCLRE1C,1.1971754586104586,4.923346619580148e-06,3.160975755924711e-05
ENSG00000152455.16,SUV39H2,0.8069979841791091,4.923346619580148e-06,3.160975755924711e-05
ENSG00000147905.18,ZCCHC7,0.5623662746858615,4.923346619580148e-06,3.160975755924711e-05
ENSG00000147874.11,HAUS6,0.6026637350756539,4.923346619580148e-06,3.160975755924711e-05
ENSG00000147799.11,ARHGAP39,1.6560968016159752,4.923346619580148e-06,3.160975755924711e-05
ENSG00000147789.15,ZNF7,0.7192771240895026,4.923346619580148e-06,3.160975755924711e-05
ENSG00000164574.16,GALNT10,1.0641762340863135,4.923346619580148e-06,3.160975755924711e-05
ENSG00000147687.19,TATDN1,0.5664638478010507,4.923346619580148e-06,3.160975755924711e-05
ENSG00000214826.5,DDX12P,2.1349312915590897,4.923346619580148e-06,3.160975755924711e-05
ENSG00000231074.9,HCG18,0.9702967775718752,4.923346619580148e-06,3.160975755924711e-05
ENSG00000214753.4,HNRNPUL2,0.5215165024316228,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215022.7,AL008729.1,2.3877803263052826,4.923346619580148e-06,3.160975755924711e-05
ENSG00000215012.9,RTL10,0.9559117121123369,4.923346619580148e-06,3.160975755924711e-05
ENSG00000214855.9,APOC1P1,-2.662910759863936,4.923346619580148e-06,3.160975755924711e-05
ENSG00000055483.19,USP36,0.5118479785439527,4.923346619580148e-06,3.160975755924711e-05
ENSG00000054611.14,TBC1D22A,0.5262765490049105,4.923346619580148e-06,3.160975755924711e-05
ENSG00000054392.13,HHAT,0.7573068089431642,4.923346619580148e-06,3.160975755924711e-05
ENSG00000054282.16,SDCCAG8,0.7871035831291184,4.923346619580148e-06,3.160975755924711e-05
ENSG00000054267.22,ARID4B,0.5422935160749646,4.923346619580148e-06,3.160975755924711e-05
ENSG00000053900.11,ANAPC4,0.6142418597035955,4.923346619580148e-06,3.160975755924711e-05
ENSG00000053524.12,MCF2L2,3.2382517184942166,4.923346619580148e-06,3.160975755924711e-05
ENSG00000231365.6,WARS2-AS1,1.453652089473033,4.923346619580148e-06,3.160975755924711e-05
ENSG00000231305.4,AC112484.1,2.0507850861995864,4.923346619580148e-06,3.160975755924711e-05
ENSG00000214517.10,PPME1,0.6812803053503539,4.923346619580148e-06,3.160975755924711e-05
ENSG00000052749.14,RRP12,0.6993704192592946,4.923346619580148e-06,3.160975755924711e-05
ENSG00000051382.9,PIK3CB,0.5289017749727352,4.923346619580148e-06,3.160975755924711e-05
ENSG00000051341.14,POLQ,3.259899332437803,4.923346619580148e-06,3.160975755924711e-05
ENSG00000051180.17,RAD51,2.9516007090938814,4.923346619580148e-06,3.160975755924711e-05
ENSG00000152556.17,PFKM,0.896729934488009,4.923346619580148e-06,3.160975755924711e-05
ENSG00000147548.17,NSD3,0.5837204523944861,4.923346619580148e-06,3.160975755924711e-05
ENSG00000147535.17,PLPP5,0.6110859501675046,4.923346619580148e-06,3.160975755924711e-05
ENSG00000260276.2,AC022167.2,1.7875941220343254,4.923346619580148e-06,3.160975755924711e-05
ENSG00000214113.11,LYRM4,0.6784804994346587,4.923346619580148e-06,3.160975755924711e-05
