sample_id,phenotype,final_label,disease,tissue,subtype,confidence,matched_column,matched_keyword,annotation_status,OTC,USH2A,OSBPL3,RAD51,POLQ,MCF2L2,ITIH4,ITIH1,CDH3,DGAT2,PON1,SPA17,DEPDC1B,MCM10,MTHFD2
GSM653015,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,762.2037287789575,11.070552574340311,4.555453337606654,-2.17119801669765,3.141591403963512,0.391670867919547,535.9350091592593,3630.085824389535,-0.2237264000111958,38.30165796042535,806.8009665231413,96.48842061636108,-5.610427180071928,2.549044687159464,140.39948948322848
GSM653016,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,936.970194978354,62.19998310688239,2.2251081395368537,-16.40596187948389,10.17662877423074,-0.545909862675989,628.7819893133983,3719.13021576612,-8.042043172405341,100.92775128643818,1237.6127814281206,67.52732684310311,-4.157418515055756,1.8994636568041887,73.90185412601863
GSM653017,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1371.8639416085564,51.34605651160641,3.2479876363487183,-13.853515144776422,1.3271325459820578,-11.14735718465965,622.6068908243842,4888.296689135759,-6.229202671545644,92.00115145058486,1046.7100479123708,140.15099278711617,-6.940651297877305,-3.59903678896182,82.92819597957539
GSM653018,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,899.1774764194203,16.20251514862064,2.2771394516179955,-9.281936173544077,-3.211537220495519,-6.753552914216999,240.60943860997872,3520.100889147632,-4.064055290691956,54.74237118391907,1253.033355518534,103.55918567343726,-7.8989132446804176,8.245343970644514,64.52013570780117
GSM653019,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,589.5090431357086,6.682834090726173,-2.3106285717763937,-3.5297222474517613,4.620369510957985,9.560837354683056,390.9348023747,2996.500850641134,-6.502246953545059,34.665041960944926,568.2538616598538,95.0644955028567,-6.110332102844378,1.3699934170879555,233.16050841300523
GSM653020,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1454.1266047598335,159.5028395465267,0.8720187088039738,-7.501012917152425,17.226845297792806,9.493934018103774,713.2507892201909,3421.939967322236,-4.242081293515192,81.49526599860015,1895.022852243228,73.98935144276716,-6.744566652989523,-5.635535677975161,27.329955271621504
GSM653021,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1703.822702795539,146.53688315038218,-2.018442863762097,-16.0182302791999,3.5572916074861265,8.717061855515848,321.5891220326675,2484.40931271272,-4.018398097478734,175.5748713186886,1598.39587261279,100.20947308459256,-7.667619610516538,-1.293589027994298,-0.8376448876994755
GSM653022,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1914.571723943376,124.5924196966741,2.805382044147096,-1.326129232429201,7.2335730101365,2.005126836851042,647.4481693053541,2857.069491177474,-10.167528624105415,32.11539044566977,1592.7407816154566,119.52249529524008,-4.111968755568936,-1.5039313313963552,78.06600737519997
GSM653023,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1164.8466640628749,141.88739927399624,4.425019145957164,4.978104842327561,4.915864426619532,3.5398847203631463,403.07839961191786,2280.9066191384827,-6.545486720574294,44.437605757152575,1575.946631401402,83.44027255413891,-6.14477455635709,-6.457552408240116,100.3086732129699
GSM653024,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1875.8471272343568,622.7200620038074,-0.1446008645307928,-3.1016431387289085,6.264899211358467,4.510337412316503,389.3033225013285,3269.064426755128,-6.121210754040439,265.0797356959183,2352.105573835373,38.58720550432876,-7.415082512296369,-2.7411583018393983,-3.384036956792541
GSM653025,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1711.5809497930643,329.8720893480459,2.925500686677996,-10.417094049150649,21.03755581027284,0.1308526516353893,295.6954732254699,3323.5042838273703,-3.345954837256464,164.41667116352667,2054.180817432598,63.38567080040755,-6.586467498759057,-1.88731526367682,22.82952834118513
GSM653026,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1628.285217031592,187.8001775431884,-4.120615292385953,-4.003549397856124,7.073104688458989,13.547700666462868,650.6837863318013,2857.069491177474,-6.666540632628701,111.41045501965084,2021.206951140064,75.19815363755424,-5.253435978311244,-0.6909817321718899,12.134955410915676
GSM653027,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,874.8203041287882,39.78523464468066,0.9691772391849198,-20.388903081407022,8.485668202242499,5.667001618691323,709.0657773327652,2609.89142355467,-9.391961285068112,37.47629445679568,1178.5019206357254,101.96858813339178,-4.968346938067002,-2.801987005845204,90.5173638012088
GSM653028,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,973.3152057490744,15.901936941407453,4.941855511975835,-16.803349404688728,11.97403480720847,1.8209363953769608,461.3892068529254,2954.4700332366856,-8.64952752859643,41.97361243012813,864.9525061315248,119.02117962443008,-4.288039529869253,3.448087990818729,111.0230045820124
GSM653029,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1727.9827809182189,197.3061369370226,4.263905975891107,-13.79225606915841,11.71135085852806,13.970392686639116,490.5110577115748,2954.4700332366856,-1.7221937023638945,142.2153355729323,2446.404560758413,68.87533024037657,-6.088316107257601,-0.9642163120752274,35.11797925839821
GSM653030,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,65.58010400490305,-0.9596943448975488,5.223260868170738,-18.482128314769007,-0.632893716610086,16.23520536804437,28.31283739159525,72.68672138352854,2.831769529343246,-1.90595676417411,76.9178036946529,159.0774361060281,7.431488398295784,-2.9848224938722305,385.684970188505
GSM653031,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1442.5766749677523,367.1650206213698,-1.813925557424657,-26.06924837785128,1.1726020749047306,9.63205397698462,568.8428535633924,3179.776145806766,-6.446356931952639,270.9124944093135,2468.0521664060043,43.37589771080533,-5.362702837983487,-5.733520477256173,7.584752161433584
GSM653032,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,979.5968331126408,39.76878821792717,0.6480045145915238,-4.546395762317935,10.288759582422736,0.8246522286911407,750.2935944305306,2494.514985171622,-3.345954837256464,41.819406842621845,897.5635691653148,116.66521464803346,-5.061361579189191,0.8480143885356093,113.77633712503938
GSM653033,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1089.2365461010777,77.6674523026871,-2.2257175131433766,-24.78672456865128,2.9402882971455147,13.616811380656292,608.5898074673812,2419.3225953090127,-3.821341931954208,42.47872570108543,2012.070832357816,105.52112309286952,-3.7429191437398255,-0.8984486623454703,40.71954909498883
GSM653034,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1570.5496714105768,234.0361262163446,4.268323984096445,-12.288912794308407,15.075202730702523,11.507726112574746,492.4321850457056,3401.5520340056264,-9.636831713661069,159.2455097687484,2027.8727001547925,87.55555758846948,-6.066081035565164,-1.2350153163919635,-0.0231114437223561
GSM653035,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1715.3789790903445,66.31599307198495,18.55992165097801,-2.4069145161431384,6.262384631344006,-24.56391975412271,189.4027335377264,4054.1356966744406,-4.670585988746622,128.59902935380026,1066.318995552373,87.62013546591162,-0.0086825207989201,13.502429928459428,23.830541720524632
GSM653036,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1786.695687958846,175.8054635617522,0.7016912561120565,4.821777843311999,-3.4332995357330565,10.5053537755289,325.0612767614693,7803.141362617965,-4.182725351926042,234.5957755106484,1202.8760059802437,35.59692859778048,-4.823534403735224,8.467800258649781,42.33508007571725
GSM653037,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,48.45953144617053,0.0432403717995801,13.765241478422862,-13.216900932483874,8.140221037991807,7.185075253921722,22.790265970898474,3.377262887565557,7.42241001708649,5.509076567524114,9.638127205409132,213.6579064199541,21.35144578812787,8.626467249416438,159.68933727967544
GSM653038,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1126.0557816587311,30.98625708263703,3.1136278296853503,-4.191594930286578,-4.2818725862732645,-20.726958507961463,483.9825429768405,4203.556649509676,-5.731188726944022,132.99342943092256,1509.3339317798875,67.50217905590873,-4.040747344225031,1.2552481056635076,5.972020402123904
GSM653039,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1684.698222001466,159.5673833036943,12.296509653419326,-3.477723485709814,1.8519126089998743,4.810773648672982,316.52849428546784,6092.975336481924,8.327831547707628,292.0152051607999,1760.002386544304,45.730031272264966,-2.6917034359112555,-3.237692700411407,-12.038950316962758
GSM653040,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1237.2941081668364,15.864652101625554,6.414946516846424,-5.571868263350527,15.315651905670162,-17.78418314423534,362.0411473715352,3889.130508923663,-2.423989487969762,79.32680732014396,698.286615195431,112.0149241084178,-4.85981848017405,3.74375632506623,56.6587354087528
GSM653041,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1297.5851788850189,243.97307984171445,23.59682162359522,-7.867834818511583,9.60510261245354,-13.016270785776335,564.2550231593394,6269.119177080419,-6.350472172777278,207.1066749762488,2566.857769306611,50.1968933053937,-2.6895348130716403,-6.359806883844099,-2.7384392132136344
GSM653042,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1349.7047747615973,302.50489651663065,-0.4876294933645004,0.4977720672498297,9.328981301431703,-11.99067690276712,458.137647630238,4676.591279204431,-4.033298490449043,234.1271771697312,1238.2984210149216,51.03382259704368,-2.3838779856022527,10.261165521679624,9.533928046393813
GSM653043,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1404.92781047058,138.51716137421934,4.031245780800647,-1.109382233416725,-1.4969682804356643,-4.629772865545162,496.45731153479227,4594.579551682365,-2.8269321396631013,144.64023270786922,2047.255513063402,61.091598081788,-5.494249506995008,-3.7040758626602073,32.77178593184084
GSM653044,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1426.8253603718854,233.9132108163974,4.123747459922809,-15.33735318907518,7.746645439502085,0.76043866573813,517.9653733809374,4933.894777428661,-7.884068141147147,141.21350806060278,1214.7179319090626,62.90724098267201,-3.503512314260832,1.1169125446174255,28.83575939495663
GSM653045,Normal,0,Unknown,Liver,,0.95,title,surrounding liver,Resolved,1432.4917295546354,319.3631237313113,0.5409963555312195,-6.167983966368803,2.4999280006509004,9.507417818360157,621.7300700311735,5435.646632397659,-3.973404164958292,301.34582214673003,2240.55304669037,18.88873195218671,-5.586053003162533,-4.151401994032423,2.9492106808911043
