sample_id,phenotype,final_label,disease,tissue,subtype,confidence,matched_column,matched_keyword,annotation_status,OTC,USH2A,OSBPL3,RAD51,POLQ,MCF2L2,ITIH4,ITIH1,CDH3,DGAT2,PON1,SPA17,DEPDC1B,MCM10,MTHFD2
GSM798508,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,155.30398048467413,363.11315592045344,290.990210868852,5098.619346661208,339.93629636479795,361.3870121817001,35.451191353626655,94.27677358764278,72.6601517887195,56.654022483980334,150.83399308359955,306.7908774621061,43.606452350003394,354.0314869755721,808.9135279574069
GSM798509,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,711.8563315605816,134.85690296608163,182.12217844473827,4259.793810134815,264.1367654544158,220.3722452705351,35.92917376258644,219.88859313512543,61.36448207812886,75.08745412339677,394.9828419425303,224.0210604849097,55.610115295012,279.10036111189874,619.3143409043201
GSM798510,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1196.9880755185302,264.41401531967085,131.97292075195966,5824.777722317397,234.8256876569145,305.090597767437,142.3895270652845,136.1715813980414,62.33163804088211,58.90856739343021,777.6843293187472,135.5293352180059,43.94986040889729,241.8033061738994,1706.3117232487562
GSM798511,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,884.8868528031753,139.1226204088809,222.46268608716264,4989.891987429147,229.8353531333563,296.2807939622491,33.74840104987883,335.2136505235633,66.6039022632071,90.85744963522546,147.62409005525532,174.1191599503899,43.918083060025154,306.1802473396159,159.5104218284713
GSM798512,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,209.83937944598372,235.61596711325743,333.1221846607056,4409.186212452392,342.47286715908865,417.4797860566596,27.62139849194683,500.82149060273406,84.48216580563624,124.99169027666002,579.2862996134213,259.09731209763896,42.077717962831976,328.4751265003408,196.6877445726766
GSM798513,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1444.309418462213,126.61261145654994,201.0641968591347,6426.393249257246,319.60870873366986,321.4960108916405,67.74820091915348,371.28256690208826,58.20651396215184,96.5154206214224,466.21263515648,122.145567021021,56.95665117394688,322.0615271536724,1019.7794900826672
GSM798514,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,142.59159803478707,116.45032589984858,156.55419272550503,5047.222021250156,239.505108270162,228.27621972352392,94.7657175721534,156.97631175275166,70.05502559717002,64.2249703475792,433.3306120913602,161.4621526560592,54.7343288144038,198.4786103148362,214.5530027044661
GSM798515,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,144.59868407012047,175.0414098954171,142.1735870415342,5847.29358809997,285.7795241039552,227.50978354541945,85.56548261824892,128.64195363054074,136.9893841565487,56.395989353590494,615.6452771336392,123.24218383386231,42.52951424323842,211.70296094853947,1963.892773895904
GSM798516,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,168.66615145699606,118.96333685124834,239.017008329933,5455.461653469669,243.2503669436557,353.62742724419707,33.01146099543845,320.44915544336226,96.62428221508854,101.14581744591672,616.1339082872432,216.27762525455927,46.04881059454439,257.36068607918094,998.4309085441104
GSM798517,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1186.2942853883922,150.27518780040995,186.15919009664395,5811.372070570228,237.7685884775719,315.9895048457077,79.53512868908506,299.0300201025497,83.02296453766662,63.26016870625622,771.0633738376984,123.11428595887249,43.956294300538126,192.58567305982712,756.5220929741865
GSM798518,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,518.1068876697826,159.13367941900916,127.38705014392268,4482.752353620294,229.5100658632688,257.2865176433778,86.71413604804026,124.17959729852583,133.3153658818416,56.83834142200946,647.8621671686064,149.22943347369923,47.92723959780432,174.99732092640775,1340.906122147568
GSM798519,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,568.3833808065299,284.4456576224945,141.02693134639594,5579.943604813129,262.5325307978079,274.87078422244406,126.5480097707599,147.1329731206617,121.76217967028924,57.29110386918465,732.153058371773,117.67823929012928,42.50319610949487,203.75576398203296,1952.022851611109
GSM798520,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,176.5352288418871,103.52620170750907,161.05475454375073,4782.986366749986,315.3384175040138,302.257797169203,78.98852204551515,264.9564004714618,61.35647688677272,53.90903599849212,868.5182111944491,135.5946631766913,41.60713793570167,170.94253376217011,1362.491340981351
GSM798521,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1613.0190167907897,170.60540151246917,155.5860367984947,4085.107025309877,262.4316622815283,196.2145413545128,105.0873817020967,145.9379145332151,91.98114240515416,55.10503165130995,727.3473967275547,157.64015680901116,53.98925111741522,195.4002827386209,1273.439984177865
GSM798522,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,626.5529086366015,175.4520156510386,206.5311838773393,2771.412436316269,246.461487183605,189.54208322629773,112.41577965059749,158.54175874526868,84.36830308853358,53.25934326187925,877.9616475683429,178.27902133749058,59.76306829675703,238.8612495182008,615.7152362703213
GSM798523,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,166.66612831441196,127.46532976226158,213.5507482270824,3274.1735921690893,279.24225023665,189.08504502709377,89.81514134640504,204.89496338241,71.95128084933104,59.17051331996671,588.3196694918425,179.45356299802688,70.54778510689458,312.54651658150635,110.76848503835237
GSM798524,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,613.3206055849595,263.40091638336474,138.6160572953348,3966.655937288067,244.19526810431665,180.4741577821285,36.69719497697153,126.12711328284514,68.91823028620423,47.437546235173926,1152.9068267285418,208.86639191002732,62.061152108615154,303.33579290799025,761.6543880331208
GSM798525,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1187.1748372884135,182.35597837293585,195.38051950993065,3210.969342501343,244.65041042934752,234.5250302241977,59.6001494226668,227.4829281547115,74.88082369093482,67.11348408696108,392.0691813991431,166.68635995434465,56.30258585471733,281.8019743339139,458.97993606092143
GSM798526,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,533.164813076995,180.39755997858788,202.5592526863948,3525.274410869981,337.5961544251276,186.2634367371339,50.77311572851989,154.80151769346833,59.60685408336528,60.98849325122863,901.020475295168,188.1991193954994,50.45261980426309,194.86887483919136,530.1642592040229
GSM798527,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1239.19548702615,229.51910141181293,155.60917517181318,4198.311821400386,286.39637441922025,214.3314082957937,78.43277637422088,112.46745494440812,64.4661593297946,59.34777081854786,899.5728314289355,170.31332888403406,44.41097949373471,189.94623077137533,725.3096589991562
GSM798528,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,137.31857929982348,243.0470526959641,152.2952195492121,4336.35251757488,280.073724425774,260.1070151655901,85.79712382175202,192.71555415102537,65.7626834840849,59.242996697087705,907.0510438781037,153.20431773505211,48.88797230798773,251.0889654700885,1345.424925631142
GSM798529,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,139.29813756721998,136.41401857079777,200.38358332828244,4105.362364638753,399.5891619501358,225.74646299441432,98.08223440779588,156.8004972290974,62.80576770875848,56.80498516248092,1045.5332709700003,176.70004006156606,47.70884908505101,482.84074945788126,1354.7835513756158
GSM798530,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,164.51010136504334,478.9038172168492,280.11161770378175,2263.7476425729733,255.4764918773712,272.62861029874864,30.565703828071136,242.62885218969905,82.92373885309401,70.0737090586342,741.4098051648672,272.1793163664949,51.53426467583381,599.1859517755124,2006.873418661269
GSM798531,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,147.492830780065,173.51764958655525,144.73106781226107,2775.3685344344794,331.4454624449193,166.4308120294244,88.63653646759535,111.92747008647537,76.20287690244102,68.35166336947343,909.495662157702,126.12042367779608,59.24734031399519,218.2764828285041,1020.0620708444718
GSM798532,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1591.4672070344852,164.25065917355997,174.9704169320533,1829.0938890189432,282.4914245809403,127.52284230940217,35.24164252913039,242.45233020810244,77.48134522752197,67.98266039375444,893.5621825753833,194.45565394014287,57.47053370571592,549.3147095726843,669.8385899404352
GSM798533,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,333.99528881508866,125.92144728016446,165.268464125723,1436.3934041082869,245.55997871133889,134.68899121578613,52.62770393887418,108.5063491888859,66.31344026062045,60.160141539661815,585.9679846666514,136.72144546703535,63.01155821687569,210.9585356585362,265.5126216851489
GSM798534,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,524.4087851487835,131.22820654560795,192.15045728070865,1386.6269590121651,259.0199127646029,131.4444309983691,55.83704279502162,121.2265743530184,121.3017478672266,67.06708024273797,565.6173426487655,185.41156300508857,44.89667496503311,250.9412220229173,322.3768294672122
GSM798535,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,513.6251349314954,90.72285336298468,216.5278448907929,1924.827513718536,267.2589074285588,153.22495979668588,34.36033825664751,139.22040663850976,65.25471456196445,45.54085331392972,764.4812568855365,180.51599027603444,89.40843999658593,424.5113227557836,509.8230131328989
GSM798536,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,618.0672092192896,136.68647240675446,207.40692565992308,1260.443438125977,254.35291319529776,133.71070742437047,73.70093045621488,147.7228727667848,280.289198919495,51.64763659731498,792.5950534971043,149.82775844213432,65.07525010498047,395.6355191501827,392.9781333024045
GSM798537,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,207.17425000422392,117.57429817797568,299.31519845408263,2771.021340491549,231.516048636606,193.22948838716795,106.05950259383047,154.2275375561084,56.51706061372395,80.33369758086226,805.3934185341241,224.9176739651268,44.437568608478514,413.8609958513315,124.8927898985506
GSM798538,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,546.98062938658,173.4606862449362,149.19210483833518,2416.6314113033923,226.08973605690332,163.57879592103515,95.66488913655664,134.61003011312317,62.99597096584623,56.144295256752926,601.7829494587107,174.24945068220003,47.04640957015225,182.90712609936904,1029.949649341567
GSM798539,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1286.2997750121076,101.2238743844882,184.2427190523646,2930.254979587876,259.3376513152715,251.15248488385345,110.76463369256668,223.6335413611461,197.4707999741746,59.06088106477469,716.501412340597,212.5176333149514,77.4817256150452,390.4805903316248,851.2536647006776
GSM798540,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,404.8713858478071,126.01084029046896,283.5453241471625,1705.807840567027,319.2828549125221,150.30607892496374,29.951071188232707,159.6758417472176,66.24114354921618,56.353011042662935,541.4846195712045,171.17678478055146,159.51760430423602,330.1940686548142,175.2504359246024
GSM798541,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,142.4312605387428,105.25030852175274,167.3737981107951,2636.5332322059403,277.8908818329064,183.4780971092256,134.9135009398395,306.9395554847709,56.75046563288544,71.92927290990144,970.091666348331,165.979517249832,50.21823747373711,247.4399892746208,1660.3061441836053
GSM798542,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,154.75938998367928,147.40511632745054,143.9631145180802,2360.719065601289,297.31770509021555,160.57799206854764,157.96714808211848,104.1924075585731,64.4727570654675,53.20915072064639,929.3783456253524,153.0445241506259,51.17319395413672,197.12448118036767,955.3834666259396
GSM798543,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,957.5747909223757,93.90532425954952,192.7823845509607,2235.554921864052,345.3033529480424,160.20151935739443,87.23179676476148,267.3816336477184,70.18908825442493,54.86699342349635,629.2536028040585,196.46449416187943,68.83861974517987,259.2798289966275,1507.9569894802603
GSM798544,Tumor,1,Cholangiocarcinoma,Liver,Inflammation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,659.9805406187354,194.8210953605225,146.58751601650658,2598.926872437964,293.9799424081382,188.33871238524583,71.96333326626555,132.66097332263257,59.28928533489529,54.54412350768376,873.3565644215053,168.79780087090407,63.418042077759,432.5620353745427,1030.061296897377
GSM798545,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,365.5419526431974,141.1186244333633,171.15586374359492,2184.597033786604,318.3386932285789,138.96164251721993,140.21384002198678,193.63401664642785,55.31687589971804,53.54573453423935,762.0328897302809,156.44607858362167,55.74351433320913,552.1635934756073,551.3845264257201
GSM798546,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,789.0784842778046,130.99909878596443,208.90372370692307,1788.7049370631948,293.51159896420256,139.5964046587102,53.37773605593864,150.4537889431751,63.40155694112647,51.81670121979725,605.5293550341638,153.39092767157766,56.59685113978392,385.5261090888686,306.1538134225586
GSM798547,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,144.3337025942094,117.03834554127226,218.58729778897097,2137.5189220089,223.79944141572813,140.70722717275137,49.03572808326392,129.73060075357,59.32175353621884,60.21309930750265,408.9359928997776,168.43724448290655,141.0287603077308,346.8535635970775,223.580533970446
GSM798548,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,570.968983049499,198.1332726070748,175.36270452876917,2900.244752799914,320.16976893606795,135.1002576607054,66.52698356664807,123.61547567781868,92.28747177118474,53.70843346667475,665.6840081738155,164.82894797976564,57.78477167506212,202.94511039635685,837.2843719892796
GSM798549,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,344.3389841326928,119.6047462908286,173.04582163447813,1916.0588202581969,233.83118823600307,156.94213000460937,51.24588402104968,100.75198573343916,63.2096308555536,55.044723839068375,369.66781349698687,171.4014936352247,45.16928616823947,254.74834056340623,265.3387859225879
GSM798550,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,685.8330988908922,102.18687806500314,197.81790803125844,2697.010821655078,335.5662981324567,147.81446155692987,33.445405747140605,184.507617441878,76.52873081367682,53.01573745038798,405.8113396432789,252.16417106271612,66.97838429761515,463.80633468121056,330.0201466280833
GSM798551,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,148.68435576411937,137.85694130299393,183.6639844934564,2277.3695857302864,288.0618438292783,143.39969051781736,27.81191849102195,84.62009792546104,65.20393524085938,54.032600615585125,616.7783299045681,174.74215443990386,75.46239151887406,535.3174783557738,556.1678932011787
GSM798552,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,232.9782998083131,109.27264870174392,156.87403388597073,2192.919356612513,327.0320613077285,141.3997688097084,155.7515314299621,153.74705390381013,64.66986035430945,55.942079386516255,570.9229202927606,161.85766207550515,64.74445436356844,379.2681309004769,340.7273326350085
GSM798553,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,1308.1427956424625,244.3263713025385,228.9031934841434,2700.6443404317306,332.60163356332606,168.0880225584496,134.0411412132,214.5101154265648,57.35082528512567,65.35983843889677,824.5889716819013,188.6611716050928,41.45173209388994,164.17488834265268,238.31402426503644
GSM798554,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,362.4031511246525,151.96862556465538,161.94977686751392,2194.932905711785,312.4957481063888,136.52130828897387,90.21945643397886,103.66431279665836,57.47412924134056,51.00206777430045,616.9071323002329,131.01590220622842,69.40073642455674,288.5551168748265,621.7909142567338
GSM798555,Tumor,1,Cholangiocarcinoma,Liver,Proliferation,0.95,source_name_ch1,cholangiocarcinoma,Resolved,565.2162498132681,108.47189702388732,162.98392022014912,1995.337243872293,302.3552459830661,132.7939137432803,61.56403673614232,150.53752381584528,68.89405696683072,46.97067749867541,444.8893307114092,181.14871273378947,58.60071772495484,300.4361280005583,336.8451720402176
