gene_set_library,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2025,Citrulline Metabolic Process (GO:0000052),1/5,0.0049904406959516,0.0675169359249309,262.8421052631579,1393.123889480945,OTC
GO_Biological_Process_2025,Ornithine Metabolic Process (GO:0006591),1/5,0.0049904406959516,0.0675169359249309,262.8421052631579,1393.123889480945,OTC
GO_Biological_Process_2025,Alpha-Amino Acid Biosynthetic Process (GO:1901607),1/5,0.0049904406959516,0.0675169359249309,262.8421052631579,1393.123889480945,OTC
GO_Biological_Process_2025,Double-Strand Break Repair via Synthesis-Dependent Strand Annealing (GO:0045003),1/5,0.0049904406959516,0.0675169359249309,262.8421052631579,1393.123889480945,RAD51
GO_Biological_Process_2025,Monoacylglycerol Biosynthetic Process (GO:0006640),1/6,0.0059856908667451,0.0675169359249309,210.26315789473685,1076.2074808846232,DGAT2
GO_Biological_Process_2025,Tetrahydrofolate Interconversion (GO:0035999),1/6,0.0059856908667451,0.0675169359249309,210.26315789473685,1076.2074808846232,MTHFD2
GO_Biological_Process_2025,Ammonium Homeostasis (GO:0097272),1/6,0.0059856908667451,0.0675169359249309,210.26315789473685,1076.2074808846232,OTC
GO_Biological_Process_2025,Inner Ear Receptor Cell Differentiation (GO:0060113),1/6,0.0059856908667451,0.0675169359249309,210.26315789473685,1076.2074808846232,USH2A
GO_Biological_Process_2025,Urea Cycle (GO:0000050),1/6,0.0059856908667451,0.0675169359249309,210.26315789473685,1076.2074808846232,OTC
GO_Biological_Process_2025,Hair Cell Differentiation (GO:0035315),1/7,0.0069799958941807,0.0675169359249309,175.21052631578948,869.8689177892479,USH2A
GO_Biological_Process_2025,Urea Metabolic Process (GO:0019627),1/7,0.0069799958941807,0.0675169359249309,175.21052631578948,869.8689177892479,OTC
GO_Biological_Process_2025,Non-Proteinogenic Amino Acid Biosynthetic Process (GO:0170043),1/7,0.0069799958941807,0.0675169359249309,175.21052631578948,869.8689177892479,OTC
GO_Biological_Process_2025,Intracellular Triglyceride Homeostasis (GO:0035356),1/8,0.0079733565142536,0.0675169359249309,150.17293233082708,725.5830081396662,DGAT2
GO_Biological_Process_2025,One-Carbon Metabolic Process (GO:0006730),1/10,0.0099572476243861,0.0675169359249309,116.78947368421052,538.3357753631753,MTHFD2
GO_Biological_Process_2025,Telomere Maintenance via Recombination (GO:0000722),1/10,0.0099572476243861,0.0675169359249309,116.78947368421052,538.3357753631753,RAD51
GO_Biological_Process_2025,Tetrahydrofolate Metabolic Process (GO:0046653),1/10,0.0099572476243861,0.0675169359249309,116.78947368421052,538.3357753631753,MTHFD2
GO_Biological_Process_2025,Protein Localization to Condensed Chromosome (GO:1903083),1/10,0.0099572476243861,0.0675169359249309,116.78947368421052,538.3357753631753,SPDL1
GO_Biological_Process_2025,Protein Localization to Kinetochore (GO:0034501),1/11,0.0109477797028559,0.0675169359249309,105.10526315789474,474.5101770765117,SPDL1
GO_Biological_Process_2025,Fatty Acid Homeostasis (GO:0055089),1/11,0.0109477797028559,0.0675169359249309,105.10526315789474,474.5101770765117,DGAT2
GO_Biological_Process_2025,Folic Acid Metabolic Process (GO:0046655),1/11,0.0109477797028559,0.0675169359249309,105.10526315789474,474.5101770765117,MTHFD2
GO_Biological_Process_2025,Arginine Metabolic Process (GO:0006525),1/11,0.0109477797028559,0.0675169359249309,105.10526315789474,474.5101770765117,OTC
GO_Biological_Process_2025,Regulation of Cell Cycle Checkpoint (GO:1901976),1/11,0.0109477797028559,0.0675169359249309,105.10526315789474,474.5101770765117,RAD51
